complaint_id,company_id,product_id,customer_id,complaint_category,complaint_text,priority,status,complaint_date
CMP044116,C010,P0457,CUST03037,performance,The performance has become inconsistent.,Medium,In Progress,2023-09-05
CMP033103,C004,P0188,CUST00943,performance,The performance has become inconsistent.,Medium,Resolved,2023-09-05
CMP021007,C003,P0145,CUST06073,comfort,The product is uncomfortable during long use.,High,Resolved,2023-09-05
CMP009857,C009,P0417,CUST06714,quality,The product stopped working properly after a short time.,High,Open,2023-09-05
CMP049780,C009,P0442,CUST07911,delivery,My order arrived late.,Low,Resolved,2023-09-05
CMP037454,C008,P0368,CUST03659,quality,The product quality is disappointing.,Low,Resolved,2023-09-05
CMP037162,C009,P0404,CUST04005,performance,The product performance is not as expected.,Low,Open,2023-09-05
CMP029144,C002,P0072,CUST05549,performance,The product is slow and sometimes stops responding.,High,Open,2023-09-05
CMP024044,C005,P0230,CUST06593,performance,The product does not work reliably.,Medium,Closed,2023-09-05
CMP026237,C004,P0195,CUST00359,delivery,My order arrived late.,Low,Resolved,2023-09-05
CMP035570,C008,P0370,CUST01677,performance,The product is slow and sometimes stops responding.,Medium,Open,2023-09-05
CMP016449,C009,P0411,CUST04473,battery,Battery performance has become poor.,High,Open,2023-09-05
CMP043998,C007,P0313,CUST05468,quality,The product stopped working properly after a short time.,High,Closed,2023-09-05
CMP013836,C006,P0286,CUST06739,performance,The product does not work reliably.,Medium,Resolved,2023-09-05
CMP033532,C009,P0407,CUST07510,comfort,The product needs a more comfortable design.,High,In Progress,2023-09-05
CMP004315,C005,P0201,CUST07822,battery,I have to charge the product too frequently.,High,Resolved,2023-09-06
CMP045060,C002,P0067,CUST05377,software,The software has several problems.,High,Closed,2023-09-06
CMP007467,C004,P0152,CUST01293,battery,Battery performance has become poor.,Medium,In Progress,2023-09-06
CMP008633,C004,P0154,CUST01572,quality,The build quality could be much better.,Medium,Resolved,2023-09-06
CMP018192,C002,P0083,CUST01792,performance,The product is slow and sometimes stops responding.,Medium,Resolved,2023-09-06
CMP007375,C010,P0480,CUST04730,quality,The product does not feel durable.,High,Open,2023-09-06
CMP031600,C008,P0400,CUST05833,performance,The product is slow and sometimes stops responding.,Medium,Closed,2023-09-06
CMP041094,C003,P0144,CUST03900,performance,The product performance is not as expected.,Low,Resolved,2023-09-06
CMP014161,C008,P0353,CUST08387,quality,The product quality is disappointing.,Critical,Resolved,2023-09-06
CMP014287,C004,P0158,CUST09257,quality,The product quality is disappointing.,Medium,Closed,2023-09-06
CMP008574,C001,P0021,CUST02016,delivery,The product was delivered later than expected.,Medium,In Progress,2023-09-06
CMP024071,C006,P0262,CUST07252,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-06
CMP015353,C003,P0140,CUST09811,software,The product software needs improvement.,Medium,Resolved,2023-09-06
CMP030072,C005,P0240,CUST08237,quality,The product quality is disappointing.,High,Closed,2023-09-06
CMP032082,C005,P0222,CUST02390,performance,The performance has become inconsistent.,Medium,Resolved,2023-09-06
CMP045286,C007,P0317,CUST05963,delivery,My order arrived late.,Low,Resolved,2023-09-06
CMP035077,C002,P0061,CUST02714,quality,The product quality is disappointing.,Medium,Resolved,2023-09-06
CMP018856,C008,P0369,CUST03587,quality,The product stopped working properly after a short time.,High,Resolved,2023-09-06
CMP024691,C010,P0463,CUST04007,software,The software is difficult to use.,High,Closed,2023-09-06
CMP014799,C008,P0372,CUST01565,comfort,The product needs a more comfortable design.,Medium,Resolved,2023-09-06
CMP018531,C006,P0277,CUST01499,battery,The battery drains very quickly.,Low,Resolved,2023-09-06
CMP049573,C009,P0434,CUST04710,price,The price does not seem justified.,Medium,Closed,2023-09-06
CMP031901,C008,P0370,CUST05972,software,The software is difficult to use.,Critical,Closed,2023-09-06
CMP043504,C006,P0295,CUST07501,price,The price does not seem justified.,Medium,Resolved,2023-09-06
CMP037538,C006,P0285,CUST04104,performance,The product is slow and sometimes stops responding.,Low,Open,2023-09-06
CMP030885,C001,P0012,CUST02528,price,I expected better quality at this price.,Medium,Closed,2023-09-06
CMP025640,C008,P0355,CUST02022,quality,The product does not feel durable.,Medium,In Progress,2023-09-06
CMP010892,C003,P0126,CUST09129,comfort,The design causes discomfort after extended use.,Medium,In Progress,2023-09-06
CMP003212,C009,P0441,CUST08151,performance,The product performance is not as expected.,Low,In Progress,2023-09-06
CMP027310,C002,P0078,CUST07713,quality,The product stopped working properly after a short time.,Medium,Resolved,2023-09-06
CMP019014,C008,P0372,CUST01212,performance,The product does not work reliably.,High,Open,2023-09-06
CMP015812,C008,P0354,CUST01188,price,The price does not seem justified.,Low,Open,2023-09-06
CMP030127,C003,P0146,CUST06355,price,The product is too expensive for its quality.,Medium,Closed,2023-09-06
CMP041209,C003,P0114,CUST03831,quality,The product quality is disappointing.,Medium,Resolved,2023-09-06
CMP010125,C005,P0211,CUST08728,price,The price does not seem justified.,Medium,Resolved,2023-09-06
CMP020844,C005,P0203,CUST03905,battery,Battery performance has become poor.,Medium,Resolved,2023-09-06
CMP003289,C005,P0244,CUST05980,performance,The product performance is not as expected.,Medium,Resolved,2023-09-06
CMP020819,C008,P0385,CUST07812,performance,The product does not work reliably.,Low,Resolved,2023-09-06
CMP032967,C006,P0289,CUST03038,quality,The product does not feel durable.,Medium,In Progress,2023-09-06
CMP023800,C008,P0373,CUST07600,quality,The product does not feel durable.,Medium,Resolved,2023-09-06
CMP034210,C004,P0185,CUST05674,performance,The product performance is not as expected.,High,In Progress,2023-09-06
CMP007558,C007,P0337,CUST00862,battery,The battery drains very quickly.,Medium,Resolved,2023-09-06
CMP002396,C005,P0201,CUST01870,battery,The battery drains very quickly.,High,Open,2023-09-06
CMP032242,C005,P0219,CUST02059,software,The software is difficult to use.,Medium,Resolved,2023-09-06
CMP017576,C003,P0115,CUST00577,battery,Battery life is much lower than expected.,Low,Resolved,2023-09-06
CMP032358,C007,P0311,CUST09497,quality,The product quality is disappointing.,High,In Progress,2023-09-06
CMP034962,C009,P0439,CUST08252,battery,I have to charge the product too frequently.,Medium,Resolved,2023-09-06
CMP006744,C004,P0163,CUST06736,performance,The product is slow and sometimes stops responding.,Low,In Progress,2023-09-06
CMP023811,C002,P0084,CUST06973,performance,The product performance is not as expected.,Medium,Resolved,2023-09-06
CMP033365,C006,P0291,CUST08976,performance,The performance has become inconsistent.,High,In Progress,2023-09-06
CMP036758,C006,P0266,CUST04541,delivery,My order arrived late.,Medium,Closed,2023-09-07
CMP017281,C007,P0331,CUST06050,software,The product software needs improvement.,High,Closed,2023-09-07
CMP008025,C001,P0032,CUST03445,battery,I have to charge the product too frequently.,Medium,Resolved,2023-09-07
CMP001394,C007,P0338,CUST04464,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-07
CMP039044,C008,P0394,CUST03169,delivery,The product was delivered later than expected.,Low,Open,2023-09-07
CMP044921,C008,P0353,CUST02005,quality,The product does not feel durable.,Medium,In Progress,2023-09-07
CMP020298,C006,P0251,CUST03013,quality,The product stopped working properly after a short time.,Medium,Closed,2023-09-07
CMP048224,C001,P0035,CUST06776,software,The application frequently crashes.,High,Resolved,2023-09-07
CMP034599,C009,P0436,CUST09350,performance,The performance has become inconsistent.,High,In Progress,2023-09-07
CMP041983,C009,P0412,CUST01528,performance,The product is slow and sometimes stops responding.,Low,Closed,2023-09-07
CMP047857,C005,P0245,CUST08383,performance,The performance has become inconsistent.,Low,Resolved,2023-09-07
CMP000920,C008,P0387,CUST01182,performance,The product is slow and sometimes stops responding.,High,In Progress,2023-09-07
CMP002155,C001,P0025,CUST02951,software,The software has several problems.,Low,In Progress,2023-09-07
CMP045350,C007,P0334,CUST00588,battery,Battery performance has become poor.,High,Resolved,2023-09-07
CMP005285,C009,P0432,CUST01878,quality,The product quality is disappointing.,High,Resolved,2023-09-07
CMP025740,C003,P0105,CUST04674,battery,Battery life is much lower than expected.,Low,Resolved,2023-09-07
CMP038903,C005,P0211,CUST00633,comfort,The product is uncomfortable during long use.,Medium,Resolved,2023-09-07
CMP030788,C002,P0100,CUST07473,delivery,My order arrived late.,High,Closed,2023-09-07
CMP036743,C001,P0032,CUST09593,battery,The battery drains very quickly.,Medium,Resolved,2023-09-07
CMP037157,C004,P0188,CUST05932,comfort,The design causes discomfort after extended use.,High,Closed,2023-09-07
CMP042635,C001,P0030,CUST00815,delivery,The delivery process was disappointing.,Low,In Progress,2023-09-07
CMP023827,C007,P0334,CUST00639,software,The application frequently crashes.,Low,Closed,2023-09-07
CMP046970,C010,P0456,CUST01771,price,The product is too expensive for its quality.,Low,Closed,2023-09-07
CMP026996,C009,P0440,CUST00249,software,The software has several problems.,High,Closed,2023-09-07
CMP041882,C009,P0436,CUST08741,performance,The performance has become inconsistent.,Low,Resolved,2023-09-07
CMP017928,C008,P0370,CUST04452,software,The software is difficult to use.,Medium,Resolved,2023-09-07
CMP034526,C007,P0323,CUST04076,battery,Battery life is much lower than expected.,Medium,Closed,2023-09-07
CMP022981,C006,P0260,CUST01336,software,The software has several problems.,High,In Progress,2023-09-07
CMP044001,C007,P0339,CUST03438,delivery,The product was delivered later than expected.,Critical,In Progress,2023-09-07
CMP044759,C001,P0048,CUST02209,performance,The product does not work reliably.,Low,Closed,2023-09-07
CMP001119,C002,P0060,CUST07960,quality,The product stopped working properly after a short time.,Medium,Resolved,2023-09-07
CMP018944,C004,P0170,CUST04045,software,The application frequently crashes.,High,Closed,2023-09-07
CMP049699,C001,P0035,CUST09758,quality,The product quality is disappointing.,High,Closed,2023-09-07
CMP011534,C009,P0424,CUST07536,software,The product software needs improvement.,Medium,In Progress,2023-09-07
CMP018613,C010,P0492,CUST05102,battery,I have to charge the product too frequently.,Medium,Resolved,2023-09-07
CMP023920,C009,P0436,CUST05307,battery,Battery performance has become poor.,Medium,Closed,2023-09-07
CMP042457,C007,P0324,CUST09788,price,The price does not seem justified.,Low,Resolved,2023-09-07
CMP003003,C001,P0031,CUST00784,quality,The product stopped working properly after a short time.,High,Resolved,2023-09-07
CMP002984,C003,P0148,CUST02255,delivery,The product was delivered later than expected.,Low,Resolved,2023-09-07
CMP015203,C003,P0144,CUST09627,comfort,The product needs a more comfortable design.,High,Resolved,2023-09-07
CMP018186,C002,P0084,CUST05187,battery,Battery life is much lower than expected.,High,Resolved,2023-09-07
CMP047063,C007,P0310,CUST09928,delivery,The product was delivered later than expected.,Medium,In Progress,2023-09-08
CMP016650,C008,P0358,CUST00075,delivery,The delivery process was disappointing.,Medium,Resolved,2023-09-08
CMP041819,C008,P0398,CUST09430,delivery,The product was delivered later than expected.,High,Open,2023-09-08
CMP015105,C007,P0310,CUST04276,performance,The product does not work reliably.,Critical,In Progress,2023-09-08
CMP016658,C003,P0128,CUST06821,price,The price does not seem justified.,High,Resolved,2023-09-08
CMP011829,C010,P0479,CUST08971,price,The price does not seem justified.,Critical,Resolved,2023-09-08
CMP010136,C001,P0004,CUST04975,performance,The performance has become inconsistent.,Medium,Resolved,2023-09-08
CMP029386,C001,P0044,CUST09204,delivery,My order arrived late.,Low,Resolved,2023-09-08
CMP043570,C008,P0389,CUST05928,quality,The build quality could be much better.,Critical,Closed,2023-09-08
CMP018176,C001,P0022,CUST00657,software,The product software needs improvement.,High,Resolved,2023-09-08
CMP035782,C003,P0135,CUST00280,delivery,The delivery process was disappointing.,High,Resolved,2023-09-08
CMP003378,C001,P0048,CUST05981,software,The product software needs improvement.,Medium,Closed,2023-09-08
CMP027795,C008,P0352,CUST06419,software,The application frequently crashes.,Medium,Closed,2023-09-08
CMP025917,C004,P0185,CUST00417,comfort,The product needs a more comfortable design.,Low,Resolved,2023-09-08
CMP013527,C006,P0275,CUST09726,battery,Battery performance has become poor.,High,Resolved,2023-09-08
CMP028746,C001,P0032,CUST00768,software,The product software needs improvement.,Medium,In Progress,2023-09-08
CMP001591,C009,P0430,CUST06131,battery,I have to charge the product too frequently.,Low,Resolved,2023-09-08
CMP009755,C004,P0167,CUST07337,delivery,My order arrived late.,Critical,Resolved,2023-09-08
CMP037794,C009,P0447,CUST09357,price,The product is too expensive for its quality.,Low,Resolved,2023-09-08
CMP010528,C004,P0183,CUST01358,quality,The product quality is disappointing.,Medium,Closed,2023-09-08
CMP046166,C002,P0092,CUST08749,quality,The product stopped working properly after a short time.,Medium,In Progress,2023-09-08
CMP010989,C003,P0114,CUST08540,price,The product is too expensive for its quality.,Medium,Resolved,2023-09-08
CMP023031,C007,P0326,CUST09745,delivery,The delivery process was disappointing.,Low,Resolved,2023-09-08
CMP015223,C010,P0481,CUST02069,battery,Battery performance has become poor.,High,Resolved,2023-09-08
CMP025480,C003,P0131,CUST03378,battery,The battery drains very quickly.,Low,Closed,2023-09-08
CMP000278,C009,P0416,CUST08010,quality,The build quality could be much better.,Medium,In Progress,2023-09-08
CMP006654,C007,P0341,CUST07549,battery,I have to charge the product too frequently.,Medium,Closed,2023-09-08
CMP003753,C003,P0115,CUST02004,quality,The product does not feel durable.,Medium,Resolved,2023-09-08
CMP022803,C004,P0169,CUST08423,software,The software has several problems.,Low,Resolved,2023-09-08
CMP005051,C006,P0292,CUST07628,price,I expected better quality at this price.,High,Closed,2023-09-08
CMP004302,C004,P0179,CUST03780,battery,Battery performance has become poor.,Low,Resolved,2023-09-08
CMP002966,C005,P0222,CUST06660,quality,The build quality could be much better.,High,Resolved,2023-09-08
CMP038053,C008,P0382,CUST09385,comfort,The product is uncomfortable during long use.,Low,Open,2023-09-08
CMP045097,C005,P0243,CUST02531,battery,Battery life is much lower than expected.,Medium,In Progress,2023-09-08
CMP038611,C007,P0334,CUST09560,battery,The battery drains very quickly.,Medium,Resolved,2023-09-08
CMP043926,C003,P0145,CUST09316,performance,The performance has become inconsistent.,Medium,Resolved,2023-09-08
CMP009189,C005,P0217,CUST07356,quality,The product quality is disappointing.,High,Resolved,2023-09-08
CMP046469,C002,P0086,CUST03282,software,The product software needs improvement.,Low,Resolved,2023-09-08
CMP008015,C003,P0126,CUST06511,delivery,The product was delivered later than expected.,Low,In Progress,2023-09-08
CMP043500,C008,P0384,CUST01565,price,The product is too expensive for its quality.,Critical,Resolved,2023-09-08
CMP012885,C008,P0367,CUST03949,battery,I have to charge the product too frequently.,Medium,Resolved,2023-09-08
CMP028675,C002,P0076,CUST05038,performance,The product performance is not as expected.,High,Closed,2023-09-08
CMP037824,C009,P0406,CUST08768,battery,Battery life is much lower than expected.,Critical,In Progress,2023-09-08
CMP020749,C007,P0311,CUST03507,battery,Battery life is much lower than expected.,Medium,Closed,2023-09-09
CMP032124,C005,P0225,CUST05608,performance,The product is slow and sometimes stops responding.,Medium,Resolved,2023-09-09
CMP047682,C008,P0354,CUST06312,battery,The battery drains very quickly.,Low,Open,2023-09-09
CMP020177,C008,P0390,CUST02946,comfort,The design causes discomfort after extended use.,Medium,Resolved,2023-09-09
CMP016914,C001,P0030,CUST02039,performance,The product performance is not as expected.,High,Resolved,2023-09-09
CMP017491,C006,P0273,CUST06225,delivery,The delivery process was disappointing.,Medium,In Progress,2023-09-09
CMP028587,C002,P0076,CUST05549,delivery,The product was delivered later than expected.,Medium,Open,2023-09-09
CMP025323,C008,P0374,CUST03178,quality,The build quality could be much better.,High,In Progress,2023-09-09
CMP005261,C002,P0051,CUST06138,delivery,The product was delivered later than expected.,Medium,Resolved,2023-09-09
CMP010924,C001,P0049,CUST07571,price,I expected better quality at this price.,High,In Progress,2023-09-09
CMP036772,C007,P0313,CUST06523,battery,Battery life is much lower than expected.,High,Resolved,2023-09-09
CMP001638,C003,P0118,CUST06685,battery,I have to charge the product too frequently.,Medium,Resolved,2023-09-09
CMP033099,C002,P0089,CUST06092,comfort,The product is uncomfortable during long use.,Medium,Closed,2023-09-09
CMP017271,C010,P0474,CUST07584,performance,The product is slow and sometimes stops responding.,Medium,Closed,2023-09-09
CMP020740,C002,P0062,CUST06092,comfort,The product needs a more comfortable design.,Medium,In Progress,2023-09-09
CMP033730,C010,P0491,CUST06526,delivery,The product was delivered later than expected.,Medium,Resolved,2023-09-09
CMP041331,C005,P0250,CUST09332,comfort,The product needs a more comfortable design.,Medium,In Progress,2023-09-09
CMP028367,C008,P0399,CUST03814,price,I expected better quality at this price.,Medium,Open,2023-09-09
CMP040295,C001,P0048,CUST01620,performance,The product does not work reliably.,Medium,Open,2023-09-09
CMP015477,C002,P0096,CUST03395,performance,The product does not work reliably.,Critical,Resolved,2023-09-09
CMP008024,C003,P0125,CUST08020,price,The product is too expensive for its quality.,Medium,Open,2023-09-09
CMP008588,C003,P0113,CUST08172,software,The software has several problems.,Medium,Resolved,2023-09-09
CMP006952,C003,P0102,CUST00410,performance,The product performance is not as expected.,High,Resolved,2023-09-09
CMP015228,C007,P0309,CUST09656,quality,The product quality is disappointing.,Medium,Resolved,2023-09-09
CMP034875,C006,P0256,CUST05528,quality,The product does not feel durable.,Medium,Resolved,2023-09-09
CMP046164,C001,P0022,CUST04791,comfort,The product needs a more comfortable design.,Medium,Resolved,2023-09-09
CMP023306,C004,P0174,CUST02870,performance,The product performance is not as expected.,Low,Resolved,2023-09-09
CMP005055,C004,P0166,CUST06567,comfort,The design causes discomfort after extended use.,Medium,Resolved,2023-09-09
CMP024180,C005,P0235,CUST00355,price,The product is too expensive for its quality.,Low,Closed,2023-09-09
CMP030590,C004,P0187,CUST02471,software,The software has several problems.,Medium,Resolved,2023-09-09
CMP042808,C006,P0260,CUST03791,comfort,The design causes discomfort after extended use.,Medium,Resolved,2023-09-09
CMP005616,C003,P0140,CUST02576,software,The application frequently crashes.,Medium,Closed,2023-09-09
CMP007563,C009,P0409,CUST09943,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-09
CMP032150,C006,P0274,CUST00504,battery,Battery performance has become poor.,Medium,Resolved,2023-09-09
CMP048298,C010,P0499,CUST04143,battery,The battery drains very quickly.,High,Resolved,2023-09-09
CMP036062,C004,P0190,CUST05104,battery,I have to charge the product too frequently.,High,Resolved,2023-09-09
CMP047891,C008,P0396,CUST05928,battery,The battery drains very quickly.,High,Resolved,2023-09-09
CMP024222,C005,P0242,CUST04368,battery,Battery life is much lower than expected.,Medium,Closed,2023-09-09
CMP001042,C010,P0458,CUST05656,software,The product software needs improvement.,Medium,Resolved,2023-09-09
CMP042443,C010,P0474,CUST08037,delivery,The product was delivered later than expected.,Critical,Resolved,2023-09-09
CMP032141,C008,P0391,CUST00886,quality,The product stopped working properly after a short time.,Medium,Closed,2023-09-09
CMP029780,C002,P0099,CUST03543,battery,I have to charge the product too frequently.,High,Resolved,2023-09-09
CMP011538,C008,P0370,CUST09679,comfort,The product is uncomfortable during long use.,Medium,Resolved,2023-09-09
CMP012204,C002,P0062,CUST07935,price,The product is too expensive for its quality.,Critical,Resolved,2023-09-09
CMP037565,C007,P0322,CUST08121,battery,Battery performance has become poor.,High,In Progress,2023-09-09
CMP046597,C002,P0051,CUST09898,price,The price does not seem justified.,High,Closed,2023-09-09
CMP011468,C006,P0280,CUST05665,software,The product software needs improvement.,Medium,Resolved,2023-09-09
CMP038947,C009,P0428,CUST04574,quality,The product quality is disappointing.,Medium,Resolved,2023-09-09
CMP042157,C001,P0041,CUST05399,price,The product is too expensive for its quality.,Low,Resolved,2023-09-09
CMP033190,C009,P0430,CUST04324,battery,Battery life is much lower than expected.,High,Resolved,2023-09-09
CMP005991,C008,P0379,CUST01212,battery,The battery drains very quickly.,High,In Progress,2023-09-09
CMP017511,C005,P0242,CUST01674,comfort,The design causes discomfort after extended use.,Low,Resolved,2023-09-09
CMP039228,C009,P0405,CUST03223,comfort,The product needs a more comfortable design.,Medium,Open,2023-09-09
CMP046117,C003,P0141,CUST06191,comfort,The product is uncomfortable during long use.,Medium,Resolved,2023-09-09
CMP042148,C003,P0113,CUST00893,quality,The build quality could be much better.,Medium,Resolved,2023-09-09
CMP010112,C004,P0189,CUST02694,performance,The product performance is not as expected.,Medium,Resolved,2023-09-09
CMP032139,C002,P0093,CUST06780,quality,The product stopped working properly after a short time.,High,Closed,2023-09-09
CMP039250,C010,P0480,CUST07679,battery,The battery drains very quickly.,Medium,Resolved,2023-09-09
CMP018638,C010,P0458,CUST08606,software,The application frequently crashes.,Medium,Resolved,2023-09-09
CMP011614,C006,P0279,CUST01183,software,The product software needs improvement.,Low,Resolved,2023-09-09
CMP038326,C003,P0103,CUST08453,software,The software has several problems.,High,Resolved,2023-09-09
CMP037593,C007,P0347,CUST06118,battery,I have to charge the product too frequently.,High,In Progress,2023-09-09
CMP032647,C001,P0028,CUST02428,performance,The product does not work reliably.,Low,In Progress,2023-09-09
CMP018238,C002,P0080,CUST05411,battery,Battery life is much lower than expected.,Low,Closed,2023-09-09
CMP047024,C003,P0106,CUST07233,battery,Battery life is much lower than expected.,Low,Resolved,2023-09-09
CMP033122,C002,P0062,CUST08001,price,I expected better quality at this price.,Critical,In Progress,2023-09-10
CMP006476,C004,P0183,CUST08336,software,The application frequently crashes.,Low,Closed,2023-09-10
CMP035966,C006,P0275,CUST08461,battery,Battery life is much lower than expected.,Medium,Open,2023-09-10
CMP038221,C002,P0055,CUST01144,price,I expected better quality at this price.,Critical,Resolved,2023-09-10
CMP049161,C006,P0275,CUST03249,software,The application frequently crashes.,Low,Resolved,2023-09-10
CMP028083,C004,P0197,CUST05438,battery,The battery drains very quickly.,High,In Progress,2023-09-10
CMP038809,C001,P0022,CUST06725,quality,The product stopped working properly after a short time.,Medium,Resolved,2023-09-10
CMP009406,C008,P0365,CUST00132,quality,The product stopped working properly after a short time.,High,Closed,2023-09-10
CMP025155,C010,P0481,CUST05298,battery,Battery performance has become poor.,Medium,Resolved,2023-09-10
CMP019323,C003,P0140,CUST00074,quality,The build quality could be much better.,Low,Closed,2023-09-10
CMP017740,C005,P0205,CUST00630,quality,The product stopped working properly after a short time.,Low,Resolved,2023-09-10
CMP042579,C003,P0131,CUST06574,comfort,The product is uncomfortable during long use.,Medium,Closed,2023-09-10
CMP010946,C005,P0235,CUST08570,battery,Battery performance has become poor.,Medium,Closed,2023-09-10
CMP009936,C006,P0296,CUST09519,quality,The product stopped working properly after a short time.,Medium,In Progress,2023-09-10
CMP048213,C006,P0285,CUST02273,comfort,The product needs a more comfortable design.,High,Open,2023-09-10
CMP004053,C001,P0022,CUST02865,performance,The product performance is not as expected.,Low,Closed,2023-09-10
CMP019160,C004,P0155,CUST05372,quality,The product stopped working properly after a short time.,High,Resolved,2023-09-10
CMP015603,C009,P0414,CUST07901,comfort,The design causes discomfort after extended use.,Low,Closed,2023-09-10
CMP042666,C003,P0102,CUST08627,delivery,My order arrived late.,Medium,Open,2023-09-10
CMP005093,C006,P0284,CUST01444,battery,Battery performance has become poor.,Medium,Resolved,2023-09-10
CMP013143,C002,P0052,CUST04117,quality,The product quality is disappointing.,Critical,Resolved,2023-09-10
CMP042708,C008,P0395,CUST06015,delivery,The delivery process was disappointing.,Medium,Resolved,2023-09-10
CMP021870,C010,P0487,CUST07364,price,The product is too expensive for its quality.,Low,Closed,2023-09-10
CMP037677,C007,P0314,CUST07681,performance,The performance has become inconsistent.,Low,Resolved,2023-09-10
CMP046862,C002,P0094,CUST00166,software,The software has several problems.,Medium,Resolved,2023-09-10
CMP009424,C003,P0122,CUST07437,comfort,The design causes discomfort after extended use.,Low,Resolved,2023-09-10
CMP033753,C010,P0474,CUST09651,quality,The build quality could be much better.,Low,Closed,2023-09-10
CMP021594,C009,P0431,CUST08730,price,The product is too expensive for its quality.,Low,Resolved,2023-09-10
CMP017276,C007,P0326,CUST06856,software,The product software needs improvement.,High,Resolved,2023-09-10
CMP048423,C007,P0340,CUST04033,battery,I have to charge the product too frequently.,High,Resolved,2023-09-10
CMP048642,C005,P0245,CUST09579,price,The product is too expensive for its quality.,Low,Closed,2023-09-10
CMP047728,C009,P0420,CUST08215,battery,Battery life is much lower than expected.,High,Resolved,2023-09-10
CMP004457,C005,P0230,CUST01419,comfort,The design causes discomfort after extended use.,Low,Resolved,2023-09-10
CMP047922,C006,P0291,CUST00176,price,I expected better quality at this price.,High,In Progress,2023-09-10
CMP015407,C009,P0405,CUST01682,performance,The product is slow and sometimes stops responding.,High,Resolved,2023-09-10
CMP026622,C002,P0077,CUST00511,price,The price does not seem justified.,High,Closed,2023-09-10
CMP022951,C008,P0393,CUST09575,battery,Battery performance has become poor.,Low,Resolved,2023-09-10
CMP033700,C003,P0110,CUST07892,quality,The product does not feel durable.,Medium,Closed,2023-09-10
CMP029260,C009,P0407,CUST08851,software,The application frequently crashes.,Medium,In Progress,2023-09-10
CMP047659,C008,P0358,CUST02811,performance,The product does not work reliably.,High,Resolved,2023-09-10
CMP047790,C003,P0124,CUST08282,performance,The performance has become inconsistent.,Medium,Resolved,2023-09-10
CMP010596,C003,P0131,CUST09489,battery,Battery life is much lower than expected.,Low,In Progress,2023-09-10
CMP049974,C003,P0134,CUST08216,battery,I have to charge the product too frequently.,High,Resolved,2023-09-10
CMP018786,C007,P0304,CUST06793,software,The software is difficult to use.,Low,Resolved,2023-09-11
CMP033550,C003,P0114,CUST02699,performance,The product does not work reliably.,Low,Closed,2023-09-11
CMP018593,C007,P0340,CUST00265,battery,Battery life is much lower than expected.,Medium,In Progress,2023-09-11
CMP001198,C002,P0099,CUST01091,performance,The performance has become inconsistent.,Medium,Open,2023-09-11
CMP028344,C008,P0368,CUST05499,performance,The product is slow and sometimes stops responding.,Low,Resolved,2023-09-11
CMP014291,C006,P0279,CUST04018,software,The software is difficult to use.,Medium,In Progress,2023-09-11
CMP027390,C003,P0111,CUST08316,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-11
CMP034316,C007,P0342,CUST07545,price,The price does not seem justified.,Medium,Resolved,2023-09-11
CMP033972,C003,P0128,CUST06997,price,The price does not seem justified.,High,Resolved,2023-09-11
CMP021908,C009,P0444,CUST07532,battery,The battery drains very quickly.,Low,Resolved,2023-09-11
CMP001035,C003,P0139,CUST09932,quality,The product stopped working properly after a short time.,Medium,Resolved,2023-09-11
CMP008118,C002,P0087,CUST09249,software,The product software needs improvement.,High,Resolved,2023-09-11
CMP005003,C010,P0499,CUST02392,battery,The battery drains very quickly.,Medium,Resolved,2023-09-11
CMP001529,C009,P0433,CUST06950,quality,The product does not feel durable.,Critical,Resolved,2023-09-11
CMP036967,C005,P0222,CUST08432,comfort,The product needs a more comfortable design.,Medium,In Progress,2023-09-11
CMP020250,C009,P0421,CUST09824,battery,Battery life is much lower than expected.,High,Resolved,2023-09-11
CMP002160,C001,P0009,CUST03836,quality,The product does not feel durable.,High,Open,2023-09-11
CMP006165,C005,P0236,CUST05823,delivery,The delivery process was disappointing.,High,Resolved,2023-09-11
CMP028101,C008,P0400,CUST04323,battery,Battery life is much lower than expected.,Critical,Resolved,2023-09-11
CMP022447,C002,P0087,CUST08840,battery,The battery drains very quickly.,Medium,In Progress,2023-09-11
CMP025290,C004,P0187,CUST02274,quality,The product does not feel durable.,High,Closed,2023-09-11
CMP013525,C009,P0445,CUST01646,quality,The product does not feel durable.,Medium,Resolved,2023-09-11
CMP047937,C010,P0495,CUST05334,quality,The build quality could be much better.,High,Closed,2023-09-11
CMP005256,C004,P0176,CUST09419,battery,I have to charge the product too frequently.,High,Closed,2023-09-11
CMP023543,C006,P0273,CUST09001,battery,Battery performance has become poor.,High,Resolved,2023-09-11
CMP012435,C007,P0301,CUST09803,comfort,The product needs a more comfortable design.,High,Resolved,2023-09-11
CMP049246,C008,P0361,CUST06099,quality,The product stopped working properly after a short time.,Low,In Progress,2023-09-11
CMP025218,C001,P0031,CUST01703,battery,Battery life is much lower than expected.,Medium,Resolved,2023-09-11
CMP001179,C003,P0144,CUST04308,quality,The product stopped working properly after a short time.,Low,Resolved,2023-09-11
CMP029116,C001,P0015,CUST01554,performance,The product does not work reliably.,Low,Resolved,2023-09-11
CMP001116,C005,P0238,CUST09196,battery,The battery drains very quickly.,Medium,In Progress,2023-09-11
