review_id,company_id,product_id,customer_id,review_text,rating,review_date,verified_purchase
REV009176,C004,P0184,CUST07261,Overall it is a decent product.,3.0,2023-01-20,True
REV007615,C006,P0289,CUST00361,Very good quality and easy to use.,5.0,2023-01-20,False
REV003318,C003,P0112,CUST02846,I like the features but the battery could last longer.,2.0,2023-01-20,True
REV022883,C003,P0132,CUST05449,I am very satisfied with the performance.,4.0,2023-01-20,True
REV000397,C008,P0396,CUST00675,Excellent value for the price.,4.0,2023-01-20,True
REV037052,C009,P0432,CUST05262,The product is okay and works as expected.,3.0,2023-01-20,True
REV038498,C004,P0194,CUST01825,"Good performance, but the price is too high.",3.0,2023-01-20,True
REV019211,C003,P0141,CUST07788,The product is uncomfortable after long use.,1.0,2023-01-20,True
REV032233,C001,P0028,CUST06243,I really like this product. The design is excellent.,4.0,2023-01-20,True
REV049756,C006,P0275,CUST03248,Excellent value for the price.,4.0,2023-01-20,True
REV038413,C006,P0259,CUST01545,I am very satisfied with the performance.,5.0,2023-01-20,True
REV043576,C007,P0325,CUST02657,The design is attractive and the product feels durable.,4.0,2023-01-20,False
REV017255,C005,P0221,CUST00920,The design is excellent but the battery life is poor.,2.0,2023-01-20,True
REV003130,C010,P0488,CUST09533,The battery life is disappointing.,1.0,2023-01-20,False
REV000046,C006,P0283,CUST03684,The product works perfectly and looks premium.,4.0,2023-01-20,False
REV029690,C008,P0391,CUST08096,The product works perfectly and looks premium.,4.0,2023-01-20,True
REV041786,C008,P0351,CUST08733,I really like this product. The design is excellent.,5.0,2023-01-20,True
REV011638,C003,P0111,CUST06236,I experienced several problems while using it.,2.0,2023-01-20,True
REV006753,C002,P0084,CUST00370,The product feels too expensive for its quality.,2.0,2023-01-20,True
REV021943,C006,P0284,CUST07936,The product works perfectly and looks premium.,4.0,2023-01-20,True
REV030486,C002,P0055,CUST00799,Very good quality and easy to use.,5.0,2023-01-20,True
REV028939,C008,P0381,CUST00746,"The quality is good, although the software needs improvement.",2.0,2023-01-20,True
REV045662,C002,P0069,CUST01045,Very good quality and easy to use.,5.0,2023-01-20,False
REV017610,C008,P0382,CUST05088,I am very satisfied with the performance.,4.0,2023-01-20,True
REV004814,C001,P0036,CUST05416,"The quality is good, although the software needs improvement.",2.0,2023-01-20,False
REV001478,C009,P0414,CUST08076,Excellent value for the price.,4.0,2023-01-20,True
REV005413,C003,P0111,CUST01318,The design is attractive and the product feels durable.,5.0,2023-01-20,True
REV001616,C003,P0150,CUST00234,I like the features but the battery could last longer.,2.0,2023-01-20,True
REV017895,C006,P0278,CUST06114,The product is okay and works as expected.,3.0,2023-01-21,True
REV019217,C010,P0473,CUST07718,The product works perfectly and looks premium.,4.0,2023-01-21,True
REV017964,C006,P0296,CUST00110,The product looks great but it could be more comfortable.,2.0,2023-01-21,True
REV027961,C007,P0330,CUST08688,The product works perfectly and looks premium.,4.0,2023-01-21,True
REV046746,C009,P0407,CUST02459,The design is excellent but the battery life is poor.,3.0,2023-01-21,False
REV035285,C001,P0019,CUST01463,"Nothing special, but it gets the job done.",3.0,2023-01-21,True
REV003731,C007,P0311,CUST06493,The quality could be much better.,2.0,2023-01-21,True
REV004845,C009,P0405,CUST08730,"Nothing special, but it gets the job done.",3.0,2023-01-21,True
REV025121,C009,P0447,CUST05856,"Nothing special, but it gets the job done.",3.0,2023-01-21,True
REV018096,C010,P0476,CUST09287,"The quality is good, although the software needs improvement.",4.0,2023-01-21,False
REV042900,C010,P0484,CUST06864,Very good quality and easy to use.,4.0,2023-01-21,True
REV025100,C005,P0226,CUST07356,The design is attractive and the product feels durable.,4.0,2023-01-21,False
REV043220,C003,P0142,CUST01356,The product feels too expensive for its quality.,1.0,2023-01-21,False
REV016718,C008,P0386,CUST09243,The product works perfectly and looks premium.,4.0,2023-01-21,False
REV027563,C003,P0129,CUST01023,"Good performance, but the price is too high.",2.0,2023-01-21,False
REV002281,C006,P0253,CUST01656,The product looks great but it could be more comfortable.,3.0,2023-01-21,False
REV015261,C003,P0101,CUST04336,The product works perfectly and looks premium.,5.0,2023-01-21,True
REV048787,C009,P0436,CUST03775,The design is excellent but the battery life is poor.,4.0,2023-01-21,True
REV048526,C006,P0275,CUST05926,I really like this product. The design is excellent.,4.0,2023-01-21,True
REV027514,C006,P0264,CUST06559,"The quality is good, although the software needs improvement.",4.0,2023-01-21,True
REV036980,C003,P0149,CUST00484,"Good performance, but the price is too high.",3.0,2023-01-21,False
REV030774,C006,P0265,CUST05967,I am very satisfied with the performance.,5.0,2023-01-21,True
REV032584,C003,P0131,CUST06488,I am very satisfied with the performance.,5.0,2023-01-21,True
REV041789,C001,P0005,CUST08236,I am very satisfied with the performance.,4.0,2023-01-21,True
REV005285,C003,P0108,CUST04195,The product looks great but it could be more comfortable.,3.0,2023-01-21,True
REV032621,C005,P0224,CUST09401,The design is excellent but the battery life is poor.,4.0,2023-01-21,True
REV012762,C007,P0320,CUST00345,I really like this product. The design is excellent.,4.0,2023-01-21,True
REV040239,C004,P0159,CUST08454,Excellent value for the price.,5.0,2023-01-21,True
REV038127,C004,P0186,CUST02346,I really like this product. The design is excellent.,5.0,2023-01-21,True
REV009386,C010,P0484,CUST06280,The performance is not as good as expected.,1.0,2023-01-21,False
REV023252,C010,P0462,CUST03852,The design is excellent but the battery life is poor.,4.0,2023-01-21,True
REV045179,C010,P0482,CUST06426,I like the features but the battery could last longer.,2.0,2023-01-21,False
REV031418,C005,P0241,CUST06839,The product looks great but it could be more comfortable.,3.0,2023-01-21,True
REV006852,C006,P0283,CUST05580,The design is excellent but the battery life is poor.,3.0,2023-01-21,False
REV034849,C007,P0311,CUST07229,I really like this product. The design is excellent.,4.0,2023-01-21,True
REV005893,C002,P0097,CUST01874,Very good quality and easy to use.,4.0,2023-01-21,True
REV010286,C004,P0162,CUST03120,"The quality is good, although the software needs improvement.",4.0,2023-01-21,True
REV027788,C008,P0358,CUST08837,The product looks great but it could be more comfortable.,3.0,2023-01-21,True
REV028433,C007,P0302,CUST08609,The performance is not as good as expected.,1.0,2023-01-21,False
REV008883,C003,P0117,CUST00449,"Nothing special, but it gets the job done.",3.0,2023-01-21,True
REV000110,C005,P0226,CUST00300,I am very satisfied with the performance.,5.0,2023-01-21,True
REV003855,C008,P0354,CUST03266,Very good quality and easy to use.,5.0,2023-01-21,True
REV031070,C007,P0332,CUST04186,Excellent value for the price.,4.0,2023-01-21,False
REV037456,C006,P0295,CUST05205,Very good quality and easy to use.,4.0,2023-01-21,True
REV009896,C002,P0093,CUST07388,"The quality is good, although the software needs improvement.",4.0,2023-01-22,True
REV035571,C003,P0132,CUST02416,Overall it is a decent product.,3.0,2023-01-22,True
REV000995,C010,P0459,CUST07774,The product looks great but it could be more comfortable.,4.0,2023-01-22,True
REV035568,C004,P0194,CUST03112,"Good performance, but the price is too high.",3.0,2023-01-22,True
REV015340,C001,P0042,CUST01761,"Good performance, but the price is too high.",3.0,2023-01-22,False
REV011233,C002,P0063,CUST01203,Very good quality and easy to use.,5.0,2023-01-22,False
REV049764,C010,P0497,CUST07663,Excellent value for the price.,4.0,2023-01-22,True
REV048297,C006,P0251,CUST02126,"Nothing special, but it gets the job done.",3.0,2023-01-22,True
REV026061,C009,P0431,CUST03074,The quality is acceptable for the price.,3.0,2023-01-22,True
REV047390,C010,P0481,CUST02102,The design is excellent but the battery life is poor.,3.0,2023-01-22,True
REV041262,C001,P0042,CUST02797,The product works perfectly and looks premium.,4.0,2023-01-22,False
REV040548,C007,P0306,CUST03980,I really like this product. The design is excellent.,5.0,2023-01-22,True
REV007186,C002,P0072,CUST09090,The product looks great but it could be more comfortable.,2.0,2023-01-22,True
REV018275,C010,P0465,CUST06049,Very good quality and easy to use.,4.0,2023-01-22,True
REV032307,C010,P0470,CUST09197,Excellent value for the price.,4.0,2023-01-22,True
REV041149,C002,P0085,CUST06318,The product works perfectly and looks premium.,5.0,2023-01-22,True
REV016433,C001,P0035,CUST06249,The design is excellent but the battery life is poor.,2.0,2023-01-22,True
REV001551,C006,P0294,CUST04633,It performs reasonably well.,3.0,2023-01-22,False
REV011315,C010,P0491,CUST00058,The design is attractive and the product feels durable.,4.0,2023-01-22,False
REV014941,C003,P0118,CUST04453,The quality could be much better.,2.0,2023-01-22,True
REV008001,C005,P0239,CUST07955,Excellent value for the price.,5.0,2023-01-22,True
REV034852,C004,P0196,CUST02086,The product works perfectly and looks premium.,5.0,2023-01-22,True
REV049039,C002,P0098,CUST01863,I really like this product. The design is excellent.,4.0,2023-01-22,True
REV046237,C001,P0040,CUST05576,The design is excellent but the battery life is poor.,4.0,2023-01-22,True
REV019128,C008,P0380,CUST03528,The performance is not as good as expected.,1.0,2023-01-22,True
REV012216,C007,P0317,CUST04321,I like the features but the battery could last longer.,2.0,2023-01-22,True
REV030360,C007,P0327,CUST08577,I like the features but the battery could last longer.,3.0,2023-01-22,True
REV004654,C002,P0092,CUST09480,The product works perfectly and looks premium.,5.0,2023-01-22,False
REV022827,C003,P0126,CUST01987,Very good quality and easy to use.,4.0,2023-01-22,False
REV019320,C010,P0473,CUST01543,The quality could be much better.,2.0,2023-01-22,True
REV001421,C008,P0359,CUST04174,"The quality is good, although the software needs improvement.",2.0,2023-01-22,True
REV028714,C002,P0057,CUST00126,The design is attractive and the product feels durable.,5.0,2023-01-22,True
REV016285,C010,P0451,CUST08267,The product is okay and works as expected.,3.0,2023-01-22,True
REV025506,C009,P0443,CUST06810,The performance is not as good as expected.,1.0,2023-01-22,False
REV032831,C004,P0163,CUST08996,The product is okay and works as expected.,3.0,2023-01-22,True
REV020042,C005,P0231,CUST03275,The product feels too expensive for its quality.,1.0,2023-01-22,True
REV003761,C010,P0466,CUST09079,Very good quality and easy to use.,5.0,2023-01-22,True
REV000748,C005,P0223,CUST07342,"The quality is good, although the software needs improvement.",3.0,2023-01-22,True
REV012072,C009,P0447,CUST05635,I experienced several problems while using it.,1.0,2023-01-22,True
REV028470,C002,P0084,CUST04863,I really like this product. The design is excellent.,4.0,2023-01-22,True
REV024195,C009,P0415,CUST02727,The design is attractive and the product feels durable.,5.0,2023-01-22,True
REV016292,C003,P0126,CUST04337,I like the features but the battery could last longer.,4.0,2023-01-22,True
REV008879,C005,P0208,CUST06107,"Good performance, but the price is too high.",2.0,2023-01-22,True
REV021745,C006,P0267,CUST02920,The product is okay and works as expected.,3.0,2023-01-22,True
REV028977,C007,P0304,CUST09173,The design is attractive and the product feels durable.,4.0,2023-01-22,True
REV022164,C009,P0419,CUST00519,Very good quality and easy to use.,5.0,2023-01-22,True
REV003670,C002,P0060,CUST04841,The product works perfectly and looks premium.,4.0,2023-01-22,False
REV043163,C006,P0284,CUST04986,I really like this product. The design is excellent.,4.0,2023-01-22,False
REV004827,C003,P0113,CUST08264,The design is excellent but the battery life is poor.,2.0,2023-01-22,True
REV033144,C009,P0425,CUST00093,The quality is acceptable for the price.,3.0,2023-01-22,True
REV012155,C010,P0496,CUST07051,"Nothing special, but it gets the job done.",3.0,2023-01-22,True
REV025113,C004,P0195,CUST07110,The battery life is disappointing.,2.0,2023-01-22,True
REV033062,C007,P0325,CUST03145,I really like this product. The design is excellent.,4.0,2023-01-23,True
REV022168,C002,P0094,CUST08902,The battery life is disappointing.,1.0,2023-01-23,True
REV013281,C009,P0422,CUST07182,Excellent value for the price.,5.0,2023-01-23,False
REV017793,C006,P0262,CUST04827,The quality could be much better.,1.0,2023-01-23,True
REV012206,C010,P0461,CUST01411,The design is excellent but the battery life is poor.,4.0,2023-01-23,True
REV027802,C002,P0077,CUST01820,I am very satisfied with the performance.,5.0,2023-01-23,False
REV024739,C006,P0257,CUST03066,The product works perfectly and looks premium.,5.0,2023-01-23,False
REV005590,C001,P0028,CUST06339,Very good quality and easy to use.,4.0,2023-01-23,True
REV030317,C003,P0103,CUST06191,The design is attractive and the product feels durable.,4.0,2023-01-23,True
REV045715,C006,P0284,CUST09445,Excellent value for the price.,5.0,2023-01-23,False
REV023882,C005,P0213,CUST04578,The product looks great but it could be more comfortable.,3.0,2023-01-23,True
REV030794,C002,P0095,CUST03338,I am very satisfied with the performance.,4.0,2023-01-23,True
REV003694,C007,P0331,CUST02085,I really like this product. The design is excellent.,5.0,2023-01-23,True
REV026752,C005,P0220,CUST08060,It performs reasonably well.,3.0,2023-01-23,True
REV002542,C006,P0264,CUST05627,The product works perfectly and looks premium.,4.0,2023-01-23,True
REV048060,C006,P0255,CUST09547,I experienced several problems while using it.,2.0,2023-01-23,True
REV037199,C008,P0389,CUST02203,Very good quality and easy to use.,5.0,2023-01-23,True
REV010887,C008,P0371,CUST05385,The design is attractive and the product feels durable.,4.0,2023-01-23,True
REV004765,C003,P0131,CUST08437,I really like this product. The design is excellent.,4.0,2023-01-23,True
REV021583,C005,P0220,CUST03330,The product looks great but it could be more comfortable.,3.0,2023-01-23,True
REV049945,C010,P0451,CUST05795,Very good quality and easy to use.,5.0,2023-01-23,True
REV018344,C002,P0077,CUST05578,The quality is acceptable for the price.,3.0,2023-01-23,True
REV044998,C001,P0014,CUST08463,The battery life is disappointing.,2.0,2023-01-23,True
REV004796,C006,P0255,CUST08830,It performs reasonably well.,3.0,2023-01-23,False
REV021488,C001,P0004,CUST07461,The product works perfectly and looks premium.,5.0,2023-01-23,True
REV023309,C005,P0225,CUST09396,The performance is not as good as expected.,1.0,2023-01-23,False
REV037241,C008,P0360,CUST04441,I like the features but the battery could last longer.,2.0,2023-01-23,True
REV005741,C005,P0226,CUST07601,Very good quality and easy to use.,5.0,2023-01-23,False
REV046817,C009,P0420,CUST09186,"Nothing special, but it gets the job done.",3.0,2023-01-23,True
REV032107,C008,P0363,CUST09628,"Good performance, but the price is too high.",3.0,2023-01-23,True
REV033538,C007,P0306,CUST02354,I like the features but the battery could last longer.,4.0,2023-01-23,True
REV010813,C006,P0267,CUST01873,Excellent value for the price.,4.0,2023-01-23,True
REV021770,C001,P0025,CUST02276,Very good quality and easy to use.,5.0,2023-01-23,True
REV049915,C002,P0053,CUST06599,I am very satisfied with the performance.,4.0,2023-01-23,True
REV039789,C008,P0355,CUST00954,The quality is acceptable for the price.,3.0,2023-01-23,False
REV042157,C010,P0490,CUST07434,"Nothing special, but it gets the job done.",3.0,2023-01-23,False
REV009775,C010,P0475,CUST03461,Overall it is a decent product.,3.0,2023-01-23,False
REV005936,C003,P0124,CUST07865,It performs reasonably well.,3.0,2023-01-23,True
REV022408,C009,P0422,CUST07454,The performance is not as good as expected.,1.0,2023-01-23,True
REV027165,C003,P0141,CUST00586,Very good quality and easy to use.,4.0,2023-01-23,True
REV015942,C005,P0210,CUST08881,"Nothing special, but it gets the job done.",3.0,2023-01-23,True
REV020872,C004,P0193,CUST08599,It performs reasonably well.,3.0,2023-01-23,True
REV038909,C006,P0266,CUST01566,Very good quality and easy to use.,4.0,2023-01-23,False
REV046151,C009,P0422,CUST06903,The design is attractive and the product feels durable.,4.0,2023-01-23,True
REV025293,C010,P0466,CUST06000,The product works perfectly and looks premium.,4.0,2023-01-23,True
REV003751,C009,P0449,CUST05707,Overall it is a decent product.,3.0,2023-01-24,True
REV020333,C003,P0135,CUST00567,The product works perfectly and looks premium.,5.0,2023-01-24,False
REV037642,C002,P0080,CUST05870,Excellent value for the price.,4.0,2023-01-24,True
REV035121,C001,P0033,CUST09356,The quality is acceptable for the price.,3.0,2023-01-24,True
REV008826,C009,P0413,CUST00595,The battery life is disappointing.,2.0,2023-01-24,True
REV015853,C003,P0106,CUST03204,The product works perfectly and looks premium.,5.0,2023-01-24,False
REV021899,C007,P0313,CUST04321,I am very satisfied with the performance.,4.0,2023-01-24,True
REV013217,C005,P0218,CUST00170,I am very satisfied with the performance.,4.0,2023-01-24,False
REV021605,C009,P0435,CUST05761,It performs reasonably well.,3.0,2023-01-24,False
REV013019,C010,P0500,CUST00189,The design is attractive and the product feels durable.,5.0,2023-01-24,False
REV044927,C010,P0469,CUST01470,The design is excellent but the battery life is poor.,4.0,2023-01-24,True
REV022501,C007,P0316,CUST00541,I am very satisfied with the performance.,5.0,2023-01-24,True
REV036736,C004,P0183,CUST07391,I like the features but the battery could last longer.,3.0,2023-01-24,True
REV007735,C010,P0484,CUST08182,The design is attractive and the product feels durable.,4.0,2023-01-24,True
REV020671,C006,P0297,CUST00869,The quality could be much better.,2.0,2023-01-24,True
REV020115,C006,P0254,CUST08356,I am very satisfied with the performance.,5.0,2023-01-24,True
REV002979,C009,P0408,CUST07662,I really like this product. The design is excellent.,5.0,2023-01-24,True
REV022110,C001,P0039,CUST00821,I really like this product. The design is excellent.,4.0,2023-01-24,True
REV003594,C006,P0300,CUST00992,The quality could be much better.,2.0,2023-01-24,False
REV030597,C004,P0163,CUST08946,Excellent value for the price.,5.0,2023-01-24,False
REV007494,C003,P0145,CUST04709,The product works perfectly and looks premium.,4.0,2023-01-24,True
REV047872,C001,P0005,CUST03813,The product feels too expensive for its quality.,2.0,2023-01-24,True
REV027353,C008,P0370,CUST08073,I really like this product. The design is excellent.,4.0,2023-01-24,True
REV015392,C009,P0437,CUST06663,Very good quality and easy to use.,4.0,2023-01-24,True
REV029303,C006,P0261,CUST09698,Excellent value for the price.,5.0,2023-01-24,True
REV046788,C003,P0143,CUST09399,Very good quality and easy to use.,4.0,2023-01-24,True
REV034663,C002,P0059,CUST05825,"Nothing special, but it gets the job done.",3.0,2023-01-24,False
REV004156,C007,P0325,CUST00890,The product is uncomfortable after long use.,2.0,2023-01-24,True
REV041129,C006,P0252,CUST07098,"Nothing special, but it gets the job done.",3.0,2023-01-24,True
REV012525,C004,P0159,CUST07629,The product is okay and works as expected.,3.0,2023-01-24,False
REV012674,C010,P0451,CUST05840,The product works perfectly and looks premium.,5.0,2023-01-24,True
REV005452,C003,P0142,CUST06830,The product feels too expensive for its quality.,2.0,2023-01-24,False
REV000347,C003,P0129,CUST00823,"Nothing special, but it gets the job done.",3.0,2023-01-24,True
REV046430,C005,P0236,CUST02044,Very good quality and easy to use.,5.0,2023-01-24,True
REV034037,C006,P0283,CUST09813,I like the features but the battery could last longer.,3.0,2023-01-24,True
REV034045,C010,P0460,CUST01771,The performance is not as good as expected.,2.0,2023-01-24,True
REV032742,C007,P0346,CUST05409,Very good quality and easy to use.,5.0,2023-01-24,True
REV042768,C003,P0113,CUST04938,Overall it is a decent product.,3.0,2023-01-24,False
REV009638,C004,P0165,CUST05736,"Good performance, but the price is too high.",2.0,2023-01-24,True
REV012636,C009,P0412,CUST07790,It performs reasonably well.,3.0,2023-01-24,True
REV041741,C003,P0102,CUST04021,It performs reasonably well.,3.0,2023-01-24,True
REV013398,C007,P0305,CUST00532,Excellent value for the price.,4.0,2023-01-24,True
REV013761,C007,P0334,CUST07306,Excellent value for the price.,4.0,2023-01-24,True
REV047308,C007,P0312,CUST01038,The design is attractive and the product feels durable.,5.0,2023-01-24,True
REV028616,C010,P0468,CUST07145,The battery life is disappointing.,1.0,2023-01-24,True
REV029467,C003,P0149,CUST02712,The design is attractive and the product feels durable.,4.0,2023-01-24,True
REV000920,C009,P0446,CUST00366,I am very satisfied with the performance.,4.0,2023-01-24,True
REV002966,C005,P0216,CUST08945,The product looks great but it could be more comfortable.,3.0,2023-01-24,True
REV027995,C007,P0307,CUST08700,"The quality is good, although the software needs improvement.",2.0,2023-01-24,True
REV045416,C009,P0423,CUST08306,I like the features but the battery could last longer.,2.0,2023-01-24,False
REV000546,C004,P0196,CUST00359,The product looks great but it could be more comfortable.,3.0,2023-01-24,True
REV014568,C002,P0083,CUST06818,The product feels too expensive for its quality.,1.0,2023-01-24,True
REV046148,C004,P0181,CUST05697,The product works perfectly and looks premium.,5.0,2023-01-24,True
REV025647,C008,P0351,CUST08175,I like the features but the battery could last longer.,2.0,2023-01-24,True
REV003131,C006,P0284,CUST00857,The quality is acceptable for the price.,3.0,2023-01-25,True
REV019444,C005,P0250,CUST00300,The product looks great but it could be more comfortable.,3.0,2023-01-25,True
REV045055,C005,P0234,CUST02363,The quality is acceptable for the price.,3.0,2023-01-25,False
REV046939,C001,P0013,CUST06975,"Good performance, but the price is too high.",2.0,2023-01-25,True
REV045290,C007,P0350,CUST05874,Overall it is a decent product.,3.0,2023-01-25,True
REV013114,C005,P0239,CUST06434,I am very satisfied with the performance.,5.0,2023-01-25,False
REV021644,C009,P0423,CUST05635,I really like this product. The design is excellent.,5.0,2023-01-25,True
REV022079,C003,P0127,CUST07280,Excellent value for the price.,5.0,2023-01-25,True
REV040303,C002,P0074,CUST04013,The design is excellent but the battery life is poor.,2.0,2023-01-25,True
REV006031,C002,P0075,CUST00231,The design is excellent but the battery life is poor.,2.0,2023-01-25,True
REV040877,C008,P0382,CUST02497,Overall it is a decent product.,3.0,2023-01-25,True
REV022784,C005,P0231,CUST05877,The quality is acceptable for the price.,3.0,2023-01-25,True
REV032754,C005,P0216,CUST07884,Excellent value for the price.,4.0,2023-01-25,True
REV010974,C007,P0303,CUST07503,"Good performance, but the price is too high.",2.0,2023-01-25,False
REV011903,C003,P0136,CUST01557,The product looks great but it could be more comfortable.,3.0,2023-01-25,False
REV040953,C007,P0320,CUST08931,The design is attractive and the product feels durable.,5.0,2023-01-25,True
REV005386,C004,P0168,CUST07801,I am very satisfied with the performance.,4.0,2023-01-25,True
REV042172,C002,P0100,CUST04181,"Nothing special, but it gets the job done.",3.0,2023-01-25,True
REV010672,C005,P0235,CUST08524,The quality is acceptable for the price.,3.0,2023-01-25,True
REV032825,C009,P0419,CUST07540,Excellent value for the price.,4.0,2023-01-25,True
REV035485,C006,P0300,CUST03944,The product is okay and works as expected.,3.0,2023-01-25,True
REV003778,C009,P0411,CUST03908,The quality could be much better.,1.0,2023-01-25,True
REV031505,C010,P0455,CUST03715,The design is attractive and the product feels durable.,4.0,2023-01-25,True
REV012700,C008,P0367,CUST03622,The product is uncomfortable after long use.,1.0,2023-01-25,True
REV013107,C005,P0203,CUST07869,The product works perfectly and looks premium.,4.0,2023-01-25,True
REV044544,C009,P0440,CUST05039,I experienced several problems while using it.,1.0,2023-01-25,True
REV004978,C009,P0432,CUST05397,"Good performance, but the price is too high.",4.0,2023-01-25,True
REV000518,C003,P0121,CUST02822,"Good performance, but the price is too high.",2.0,2023-01-25,True
REV024583,C002,P0100,CUST00311,I am very satisfied with the performance.,4.0,2023-01-25,True
REV040468,C003,P0120,CUST05041,Very good quality and easy to use.,5.0,2023-01-25,True
REV041125,C005,P0210,CUST01292,The product looks great but it could be more comfortable.,2.0,2023-01-25,True
REV012865,C004,P0164,CUST00593,Very good quality and easy to use.,5.0,2023-01-25,True
REV038121,C006,P0263,CUST02511,The product feels too expensive for its quality.,2.0,2023-01-25,False
REV015369,C009,P0429,CUST03670,The product works perfectly and looks premium.,5.0,2023-01-25,False
REV001394,C003,P0104,CUST09708,Excellent value for the price.,5.0,2023-01-25,False
REV012336,C002,P0072,CUST00792,Excellent value for the price.,4.0,2023-01-25,True
REV033627,C002,P0074,CUST08625,The design is excellent but the battery life is poor.,3.0,2023-01-25,False
REV019288,C010,P0472,CUST07249,The product is uncomfortable after long use.,1.0,2023-01-25,True
REV012249,C008,P0372,CUST04706,Overall it is a decent product.,3.0,2023-01-25,True
REV041541,C002,P0085,CUST06973,The design is excellent but the battery life is poor.,4.0,2023-01-25,True
REV027357,C005,P0246,CUST04854,The design is excellent but the battery life is poor.,4.0,2023-01-25,True
REV026478,C005,P0229,CUST08179,I am very satisfied with the performance.,4.0,2023-01-25,True
REV037226,C010,P0479,CUST02575,It performs reasonably well.,3.0,2023-01-25,True
REV020347,C005,P0241,CUST04182,I am very satisfied with the performance.,4.0,2023-01-25,True
REV024275,C001,P0020,CUST09891,The design is excellent but the battery life is poor.,3.0,2023-01-25,True
REV003348,C007,P0306,CUST08063,The quality is acceptable for the price.,3.0,2023-01-25,True
REV033217,C004,P0166,CUST09018,The design is attractive and the product feels durable.,5.0,2023-01-25,True
REV048357,C003,P0137,CUST07879,I am very satisfied with the performance.,4.0,2023-01-25,False
REV000391,C004,P0183,CUST08642,It performs reasonably well.,3.0,2023-01-25,True
REV007002,C009,P0421,CUST01178,The product works perfectly and looks premium.,4.0,2023-01-25,True
REV002037,C003,P0111,CUST09924,The performance is not as good as expected.,2.0,2023-01-26,True
REV003887,C005,P0209,CUST08557,I am very satisfied with the performance.,4.0,2023-01-26,True
REV048860,C003,P0140,CUST04394,The performance is not as good as expected.,1.0,2023-01-26,True
REV040261,C008,P0368,CUST06197,The design is attractive and the product feels durable.,5.0,2023-01-26,False
REV007376,C001,P0016,CUST01740,Excellent value for the price.,4.0,2023-01-26,True
REV019439,C010,P0498,CUST02991,I am very satisfied with the performance.,4.0,2023-01-26,True
REV033054,C007,P0302,CUST06297,"Nothing special, but it gets the job done.",3.0,2023-01-26,True
REV003764,C005,P0208,CUST05387,Excellent value for the price.,4.0,2023-01-26,True
REV008477,C005,P0201,CUST08488,Very good quality and easy to use.,4.0,2023-01-26,True
REV036040,C005,P0237,CUST08881,I experienced several problems while using it.,2.0,2023-01-26,True
REV019317,C002,P0073,CUST09392,The product works perfectly and looks premium.,5.0,2023-01-26,True
REV009287,C007,P0312,CUST04555,Very good quality and easy to use.,4.0,2023-01-26,True
REV004115,C001,P0002,CUST03783,The design is attractive and the product feels durable.,4.0,2023-01-26,False
REV041587,C006,P0263,CUST05518,The quality is acceptable for the price.,3.0,2023-01-26,True
REV016093,C010,P0456,CUST07695,The quality could be much better.,2.0,2023-01-26,False
REV019344,C005,P0210,CUST04200,I am very satisfied with the performance.,4.0,2023-01-26,False
REV018429,C009,P0405,CUST04567,I really like this product. The design is excellent.,5.0,2023-01-26,False
REV036642,C005,P0237,CUST01614,The design is excellent but the battery life is poor.,3.0,2023-01-26,False
REV049518,C002,P0057,CUST00337,The quality is acceptable for the price.,3.0,2023-01-26,False
REV044962,C001,P0020,CUST05075,The product is okay and works as expected.,3.0,2023-01-26,True
REV031367,C003,P0147,CUST02608,The product is okay and works as expected.,3.0,2023-01-26,True
REV011958,C004,P0176,CUST01386,The quality is acceptable for the price.,3.0,2023-01-26,True
REV033932,C007,P0342,CUST06201,Very good quality and easy to use.,4.0,2023-01-26,True
REV027515,C010,P0457,CUST04769,The product is okay and works as expected.,3.0,2023-01-26,False
REV014997,C009,P0433,CUST01310,The quality could be much better.,1.0,2023-01-26,True
REV000104,C001,P0022,CUST08127,The battery life is disappointing.,2.0,2023-01-26,False
REV027630,C007,P0345,CUST02513,The quality could be much better.,1.0,2023-01-26,True
REV033528,C001,P0011,CUST06042,Very good quality and easy to use.,5.0,2023-01-26,True
REV027724,C006,P0266,CUST08691,I really like this product. The design is excellent.,4.0,2023-01-26,False
REV031345,C008,P0383,CUST03392,I am very satisfied with the performance.,4.0,2023-01-26,False
REV034389,C001,P0017,CUST02989,The design is attractive and the product feels durable.,4.0,2023-01-26,False
REV003518,C005,P0246,CUST04868,The design is attractive and the product feels durable.,4.0,2023-01-26,True
REV021308,C007,P0325,CUST04186,Very good quality and easy to use.,4.0,2023-01-26,False
REV045423,C009,P0443,CUST08148,Very good quality and easy to use.,5.0,2023-01-26,False
REV017760,C002,P0064,CUST04961,I am very satisfied with the performance.,5.0,2023-01-26,True
REV048605,C002,P0070,CUST04967,The quality is acceptable for the price.,3.0,2023-01-26,False
REV047881,C002,P0068,CUST02202,"Good performance, but the price is too high.",3.0,2023-01-26,False
REV017762,C002,P0090,CUST09871,It performs reasonably well.,3.0,2023-01-26,True
REV021404,C008,P0383,CUST00319,I am very satisfied with the performance.,5.0,2023-01-26,False
REV007454,C007,P0306,CUST07764,The design is attractive and the product feels durable.,4.0,2023-01-26,True
REV021292,C007,P0312,CUST00084,Excellent value for the price.,4.0,2023-01-26,True
REV028456,C008,P0375,CUST05757,The design is attractive and the product feels durable.,4.0,2023-01-26,True
