product_id,company_id,product_name,category,subcategory,description,launch_date,price,cost,rating,total_sales,return_rate,lifecycle_stage,status
P0158,C004,Smartphone 158,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-06-17,28190,13135.89,4.1,31403,0.064,Mature,Active
P0159,C004,Analog Watch 159,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2023-08-11,7493,5258.23,4.3,19642,0.029,Decline,Active
P0160,C004,Smart Fan 160,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-11-03,41327,18662.25,3.3,34044,0.04,Decline,Active
P0161,C004,Smartphone 161,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-07-25,20736,10089.19,3.6,84248,0.121,Introduction,Active
P0162,C004,Smart Light 162,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-08-20,36130,16436.64,4.1,32211,0.111,Decline,Active
P0163,C004,Smart Ring 163,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-01-09,16765,10414.4,3.5,88084,0.022,Introduction,Active
P0164,C004,Smart Fan 164,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-01-02,3853,2468.62,4.9,33746,0.115,Introduction,Active
P0165,C004,Bluetooth Speaker 165,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-10-01,44063,28133.22,4.5,96862,0.116,Introduction,Active
P0166,C004,Smart Ring 166,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-09-07,43126,21671.97,4.5,61399,0.147,Growth,Active
P0167,C004,Fitness Watch 167,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2023-10-09,30994,14291.18,3.5,26644,0.134,Mature,Discontinued
P0168,C004,Smart Ring 168,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-04-08,17601,8113.82,4.3,38001,0.06,Mature,Active
P0169,C004,Analog Watch 169,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2023-01-18,29636,21244.45,4.5,51178,0.057,Decline,Discontinued
P0170,C004,Tablet 170,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-01-05,6414,4285.35,3.3,79464,0.149,Mature,Active
P0171,C004,Smart Watch 171,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2022-12-08,22490,14579.72,3.7,79486,0.11,Decline,Active
P0172,C004,Air Purifier 172,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2022-04-28,48632,34577.89,3.8,57508,0.048,Introduction,Discontinued
P0173,C004,Smartphone 173,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-05-18,3040,1498.21,4.2,57932,0.015,Growth,Active
P0174,C004,Tablet 174,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-02-01,38174,17549.18,3.5,59472,0.143,Decline,Active
P0175,C004,Fitness Band 175,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-08-21,35698,19993.91,3.7,37028,0.045,Introduction,Active
P0176,C004,Smart Light 176,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-03-16,26361,19087.02,3.4,34616,0.109,Mature,Discontinued
P0177,C004,Wireless Earbuds 177,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-06-29,9895,6984.36,4.0,94002,0.072,Mature,Active
P0178,C004,Fitness Watch 178,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-12-05,36531,19621.12,3.7,21144,0.11,Growth,Active
P0179,C004,Fitness Band 179,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-02-23,8953,6674.82,4.5,31529,0.121,Mature,Active
P0180,C004,Smart Light 180,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2026-01-08,9504,6021.59,3.3,41039,0.066,Decline,Discontinued
P0181,C004,Smart Light 181,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2025-10-24,5833,2844.16,3.7,10220,0.073,Mature,Active
P0182,C004,Fitness Band 182,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-11-27,9456,5482.45,4.7,7763,0.126,Growth,Active
P0183,C004,Wireless Earbuds 183,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-06-11,22145,16175.18,3.6,68512,0.135,Mature,Active
P0184,C004,Smart Ring 184,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-12-12,9203,5866.97,4.2,12745,0.08,Growth,Active
P0185,C004,Smart Ring 185,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-08-06,37937,17540.49,4.7,11146,0.016,Mature,Active
P0186,C004,Smart Ring 186,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-08-07,41508,26635.57,4.0,82703,0.086,Mature,Discontinued
P0187,C004,Bluetooth Speaker 187,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-05-01,27613,14889.76,3.3,8352,0.032,Decline,Discontinued
P0188,C004,Headphones 188,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2023-12-09,40758,20097.79,4.7,42353,0.113,Decline,Active
P0189,C004,Smartphone 189,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-07-18,21913,11450.01,3.4,59429,0.045,Introduction,Active
P0190,C004,Smart Light 190,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2025-03-29,28402,14896.31,4.7,21432,0.124,Mature,Active
P0191,C004,Headphones 191,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2024-03-16,34733,20494.02,4.7,65691,0.013,Decline,Active
P0192,C004,Bluetooth Speaker 192,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-09-01,24127,11209.34,3.7,78817,0.134,Decline,Active
P0193,C004,Fitness Band 193,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-04-05,8044,4659.71,4.7,95855,0.061,Mature,Active
P0194,C004,Air Purifier 194,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2024-10-29,38373,23735.43,3.8,38327,0.02,Decline,Active
P0195,C004,Fitness Band 195,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-01-19,9432,7003.49,3.9,44944,0.088,Growth,Active
P0196,C004,Smart Ring 196,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-08-28,33773,15605.71,3.3,94031,0.057,Decline,Active
P0197,C004,Fitness Band 197,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2023-09-05,22493,16406.63,3.7,52005,0.149,Mature,Discontinued
P0198,C004,Smart Ring 198,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-05-03,32122,22315.95,3.8,88817,0.025,Mature,Active
P0199,C004,Smart Ring 199,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2026-01-17,18401,13618.97,4.5,76321,0.091,Introduction,Discontinued
P0200,C004,Bluetooth Speaker 200,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-10-26,42223,28135.5,4.5,50332,0.031,Growth,Active
P0201,C005,Fitness Band 201,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2023-02-22,13503,6153.06,3.7,20348,0.068,Decline,Discontinued
P0202,C005,Fitness Watch 202,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2024-02-11,10049,6085.72,4.2,87299,0.077,Mature,Active
P0203,C005,Smart Light 203,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2025-11-20,23434,14385.71,4.3,94993,0.105,Mature,Discontinued
P0204,C005,Wireless Earbuds 204,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-12-14,19284,11906.44,3.6,39508,0.118,Growth,Discontinued
P0205,C005,Tablet 205,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2022-09-07,23859,14748.35,4.8,95089,0.048,Decline,Discontinued
P0206,C005,Smartphone 206,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-06-24,20035,9268.59,4.8,10858,0.058,Mature,Discontinued
P0207,C005,Wireless Earbuds 207,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-06-14,36296,19285.51,4.2,36101,0.029,Growth,Active
P0208,C005,Fitness Watch 208,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2026-01-09,35802,18534.75,3.6,13633,0.068,Decline,Active
P0209,C005,Wireless Earbuds 209,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2024-09-01,37067,27554.61,3.5,86075,0.141,Decline,Active
P0210,C005,Tablet 210,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-04-21,19704,12684.83,4.7,12225,0.101,Introduction,Active
P0211,C005,Air Purifier 211,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-08-16,3381,2532.88,3.9,65430,0.036,Introduction,Active
P0212,C005,Smartphone 212,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-10-02,22957,12290.45,4.9,71711,0.083,Decline,Active
P0213,C005,Wireless Earbuds 213,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-01-29,22671,11307.12,4.0,34220,0.111,Mature,Active
P0214,C005,Fitness Band 214,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-11-21,12501,7916.71,4.3,53648,0.126,Mature,Active
P0215,C005,Smart Light 215,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-01-14,7251,3664.9,3.4,42915,0.141,Mature,Discontinued
P0216,C005,Headphones 216,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2023-06-20,18497,13617.68,3.7,95249,0.09,Mature,Active
P0217,C005,Fitness Watch 217,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-12-11,8747,5157.39,3.5,90425,0.08,Mature,Active
P0218,C005,Tablet 218,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-05-25,41280,21311.0,4.8,63176,0.031,Mature,Discontinued
P0219,C005,Smart Ring 219,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-05-05,36226,25017.62,4.6,32935,0.105,Introduction,Discontinued
P0220,C005,Smart Ring 220,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-02-19,6118,4436.61,3.4,72281,0.136,Growth,Active
P0221,C005,Tablet 221,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-11-11,8617,5636.28,4.4,64571,0.023,Decline,Active
P0222,C005,Air Purifier 222,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-09-24,34636,19902.79,4.2,73742,0.075,Introduction,Discontinued
P0223,C005,Smartphone 223,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-05-11,49877,25705.13,3.3,56034,0.058,Introduction,Active
P0224,C005,Air Purifier 224,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-08-15,19814,11346.69,4.5,84585,0.147,Decline,Active
P0225,C005,Smart Fan 225,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-09-30,25739,14483.17,4.4,87242,0.132,Mature,Active
P0226,C005,Bluetooth Speaker 226,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-02-16,26759,16286.94,4.4,29688,0.127,Mature,Discontinued
P0227,C005,Smart Ring 227,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-07-19,35860,20217.26,3.6,60875,0.058,Growth,Active
P0228,C005,Fitness Watch 228,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2022-05-18,28475,18066.73,4.8,2550,0.044,Introduction,Active
P0229,C005,Smart Light 229,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2024-06-17,45041,29771.47,3.3,97564,0.016,Growth,Active
P0230,C005,Smart Watch 230,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-03-28,34023,25450.74,3.6,96381,0.091,Mature,Active
P0231,C005,Smartphone 231,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2025-04-26,44267,26842.42,3.9,36564,0.019,Growth,Discontinued
P0232,C005,Smart Ring 232,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-12-10,4072,3020.15,4.8,88494,0.063,Mature,Discontinued
P0233,C005,Air Purifier 233,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-04-07,20653,11626.36,4.5,62565,0.044,Mature,Active
P0234,C005,Air Purifier 234,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-05-13,37856,21721.9,3.9,69967,0.029,Mature,Active
P0235,C005,Smartphone 235,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-04-16,30477,21460.08,3.4,95472,0.126,Mature,Discontinued
P0236,C005,Fitness Band 236,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2023-03-21,5769,2921.7,4.5,95436,0.104,Decline,Active
P0237,C005,Tablet 237,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-09-07,2004,1029.14,3.5,97686,0.026,Growth,Active
P0238,C005,Air Purifier 238,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2024-01-06,37181,20318.84,3.7,61612,0.085,Mature,Active
P0239,C005,Tablet 239,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-10-18,31540,15126.03,4.9,62037,0.117,Growth,Active
P0240,C005,Tablet 240,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-02-07,3996,2472.55,3.6,19626,0.012,Decline,Active
P0241,C005,Wireless Earbuds 241,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-09-02,22618,11738.87,4.2,32708,0.08,Mature,Active
P0242,C005,Smart Light 242,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-12-13,43054,28927.05,4.0,96545,0.121,Growth,Discontinued
P0243,C005,Bluetooth Speaker 243,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-09-30,43061,31743.32,4.1,10242,0.142,Introduction,Active
P0244,C005,Air Purifier 244,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2024-07-22,42333,21989.03,4.4,1698,0.041,Mature,Active
P0245,C005,Smart Ring 245,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-02-04,44206,26362.53,3.2,72805,0.068,Mature,Active
P0246,C005,Fitness Watch 246,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2022-07-17,46734,30480.38,4.6,23996,0.025,Growth,Active
P0247,C005,Bluetooth Speaker 247,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-04-11,35501,18663.78,3.8,52522,0.021,Decline,Active
P0248,C005,Headphones 248,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2022-07-11,45829,32007.83,3.3,85682,0.116,Decline,Discontinued
P0249,C005,Smart Light 249,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2024-06-07,32195,15029.74,3.2,22963,0.022,Mature,Active
P0250,C005,Fitness Band 250,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-04-06,16057,8244.07,4.7,74789,0.077,Introduction,Active
P0251,C006,Fitness Band 251,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-12-30,12754,9292.95,3.7,27652,0.092,Decline,Active
P0252,C006,Smartphone 252,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2025-01-12,37959,19819.98,4.6,51507,0.105,Mature,Discontinued
P0253,C006,Bluetooth Speaker 253,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-06-14,48458,22946.23,4.5,45832,0.018,Growth,Active
P0254,C006,Tablet 254,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-12-30,22389,10274.04,3.7,59554,0.079,Decline,Discontinued
P0255,C006,Bluetooth Speaker 255,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2023-05-20,39395,25535.9,3.3,81583,0.051,Introduction,Active
P0256,C006,Smartphone 256,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-01-09,25903,17186.72,4.3,97448,0.065,Introduction,Active
P0257,C006,Analog Watch 257,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2024-06-01,30146,16820.72,3.7,17867,0.022,Decline,Discontinued
P0258,C006,Smart Watch 258,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2024-02-28,6873,3822.59,3.4,78886,0.12,Introduction,Active
P0259,C006,Smart Fan 259,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-12-14,6550,4371.82,4.2,32316,0.09,Decline,Active
P0260,C006,Headphones 260,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2024-05-12,20734,10999.84,3.4,22416,0.071,Mature,Discontinued
P0261,C006,Analog Watch 261,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2023-02-05,17495,12828.5,4.4,65485,0.093,Decline,Active
P0262,C006,Headphones 262,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2023-11-06,1443,1060.1,3.8,81789,0.063,Decline,Active
P0263,C006,Smart Light 263,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-10-06,39954,19610.92,3.7,91633,0.038,Growth,Discontinued
P0264,C006,Tablet 264,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-10-30,49160,32371.24,4.0,75981,0.119,Decline,Active
P0265,C006,Smart Fan 265,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2025-01-31,8463,6174.78,3.5,72016,0.035,Introduction,Discontinued
P0266,C006,Headphones 266,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2022-10-13,20092,14052.03,3.3,54127,0.104,Mature,Active
P0267,C006,Smartphone 267,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-09-08,47873,27619.77,3.8,59360,0.149,Decline,Discontinued
P0268,C006,Fitness Band 268,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-06-24,24562,16222.96,4.6,78333,0.099,Introduction,Active
P0269,C006,Smartphone 269,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-03-29,43401,27507.7,4.2,85045,0.105,Mature,Discontinued
P0270,C006,Smart Watch 270,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-11-09,7462,3937.11,4.1,68499,0.088,Growth,Discontinued
P0271,C006,Tablet 271,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2022-02-20,31347,21369.33,4.2,66097,0.031,Decline,Active
P0272,C006,Tablet 272,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-12-04,6626,3212.42,4.8,19069,0.059,Decline,Active
P0273,C006,Smart Ring 273,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-05-18,23826,14125.21,3.9,91826,0.073,Mature,Active
P0274,C006,Smart Watch 274,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2023-05-15,23483,15132.23,4.4,22042,0.14,Growth,Active
P0275,C006,Tablet 275,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-09-08,31281,16252.25,3.9,24676,0.036,Decline,Discontinued
P0276,C006,Fitness Watch 276,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-12-14,41246,29487.97,4.0,56802,0.064,Growth,Active
P0277,C006,Smartphone 277,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2023-02-08,38837,18662.17,4.7,25005,0.061,Decline,Active
P0278,C006,Tablet 278,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-04-17,35584,26324.15,3.7,51439,0.096,Introduction,Active
P0279,C006,Tablet 279,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-04-23,41459,20802.4,4.3,39486,0.139,Introduction,Active
P0280,C006,Smartphone 280,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-03-06,16635,9009.75,3.5,91390,0.03,Decline,Active
P0281,C006,Smart Ring 281,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-12-21,28724,14526.48,4.3,91389,0.139,Growth,Discontinued
P0282,C006,Smartphone 282,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-01-20,13261,7218.94,4.0,7526,0.131,Decline,Active
P0283,C006,Headphones 283,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2025-12-25,37803,22743.47,4.0,90244,0.079,Decline,Discontinued
P0284,C006,Wireless Earbuds 284,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-04-06,38053,17476.15,4.5,38784,0.015,Mature,Active
P0285,C006,Smart Light 285,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-08-22,49661,33857.1,4.0,67452,0.026,Mature,Active
P0286,C006,Fitness Band 286,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-08-31,48119,28024.99,3.6,56225,0.024,Growth,Active
P0287,C006,Analog Watch 287,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-08-29,18223,10105.99,4.6,58049,0.131,Growth,Active
P0288,C006,Smart Ring 288,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-02-28,47579,30121.24,3.9,81260,0.029,Growth,Active
P0289,C006,Smart Ring 289,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-08-23,35883,19173.2,4.1,42921,0.147,Mature,Active
P0290,C006,Fitness Band 290,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-09-05,9885,7303.35,4.5,8270,0.149,Growth,Active
P0291,C006,Wireless Earbuds 291,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-10-19,47621,26031.02,3.6,89135,0.065,Mature,Discontinued
P0292,C006,Smart Fan 292,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2023-07-24,5949,3807.89,4.7,12702,0.066,Mature,Discontinued
P0293,C006,Smart Fan 293,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-07-27,39139,17641.59,4.5,96539,0.023,Mature,Active
P0294,C006,Smart Ring 294,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-08-04,15275,11310.2,4.6,65343,0.048,Mature,Active
P0295,C006,Smart Ring 295,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-07-30,23527,16898.18,4.5,6521,0.024,Introduction,Active
P0296,C006,Headphones 296,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2022-09-28,30918,13919.37,4.8,27018,0.149,Mature,Active
P0297,C006,Smartphone 297,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-12-05,43899,24501.38,3.3,87598,0.137,Introduction,Discontinued
P0298,C006,Smartphone 298,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-06-09,29130,18836.79,4.4,642,0.04,Growth,Active
P0299,C006,Smart Ring 299,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-05-14,1608,727.49,3.8,16306,0.148,Growth,Discontinued
P0300,C006,Smart Watch 300,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2023-09-05,26104,12446.37,4.6,14026,0.054,Growth,Discontinued
P0301,C007,Bluetooth Speaker 301,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-12-03,45376,22363.83,4.1,1610,0.095,Decline,Active
P0302,C007,Bluetooth Speaker 302,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-06-27,10920,7927.57,4.2,58484,0.13,Introduction,Active
P0303,C007,Fitness Watch 303,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2023-05-23,48841,27605.4,4.8,41722,0.121,Mature,Active
P0304,C007,Bluetooth Speaker 304,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-09-10,40387,25443.91,4.2,91002,0.014,Mature,Active
P0305,C007,Fitness Band 305,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-08-19,26673,14367.75,3.3,31870,0.079,Growth,Discontinued
P0306,C007,Fitness Band 306,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-09-28,35621,25526.63,3.2,47829,0.141,Decline,Discontinued
P0307,C007,Smartphone 307,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-01-29,31868,23465.55,4.5,2687,0.092,Mature,Active
P0308,C007,Smart Watch 308,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2024-05-17,27081,16302.31,4.3,66173,0.117,Decline,Active
P0309,C007,Fitness Band 309,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-11-15,19184,9113.92,3.3,27133,0.146,Mature,Discontinued
P0310,C007,Fitness Band 310,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-06-26,21327,14067.35,4.4,31778,0.018,Decline,Active
P0311,C007,Smart Light 311,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-09-02,40900,19080.2,4.3,86752,0.114,Introduction,Active
P0312,C007,Smart Watch 312,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2024-02-01,33532,24676.36,4.1,94972,0.046,Growth,Active
P0313,C007,Smart Watch 313,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-03-26,22955,15887.9,3.7,8871,0.047,Introduction,Discontinued
P0314,C007,Smart Light 314,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-06-07,24601,11479.61,4.7,22373,0.061,Introduction,Active
P0315,C007,Bluetooth Speaker 315,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-08-24,34346,15482.17,4.7,2110,0.044,Mature,Discontinued
