product_id,product_name,category,subcategory,complaint_category,complaint_count,product_pain_score,demand_problem_score,market_gap_score,market_gap_level,opportunity_score,opportunity_level,opportunity_statement,opportunity_rank
P0084,Fitness Band 84,Wearables,Fitness Band,battery,35,87.5,37.11,35.35,Moderate Market Gap,54.22,Strong Opportunity,Improve Wearables products by addressing battery problems,262
P0319,Smart Ring 319,Wearables,Smart Ring,battery,29,72.5,52.07,35.35,Moderate Market Gap,54.2,Strong Opportunity,Improve Wearables products by addressing battery problems,263
P0370,Tablet 370,Mobile,Tablet,quality,23,57.5,66.09,36.43,Moderate Market Gap,54.19,Strong Opportunity,Improve Mobile products by addressing quality problems,264
P0172,Air Purifier 172,Home Appliances,Air Purifier,battery,27,67.5,56.26,36.23,Moderate Market Gap,54.18,Strong Opportunity,Improve Home Appliances products by addressing battery problems,265
P0091,Tablet 91,Mobile,Tablet,quality,30,75.0,48.54,36.43,Moderate Market Gap,54.17,Strong Opportunity,Improve Mobile products by addressing quality problems,266
P0273,Smart Ring 273,Wearables,Smart Ring,performance,19,47.5,76.86,35.35,Moderate Market Gap,54.13,Strong Opportunity,Improve Wearables products by addressing performance problems,267
P0147,Fitness Band 147,Wearables,Fitness Band,battery,27,67.5,56.82,35.35,Moderate Market Gap,54.12,Strong Opportunity,Improve Wearables products by addressing battery problems,268
P0042,Smart Watch 42,Watches,Smart Watch,battery,29,72.5,50.48,36.86,Moderate Market Gap,54.1,Strong Opportunity,Improve Watches products by addressing battery problems,269
P0334,Fitness Band 334,Wearables,Fitness Band,performance,23,57.5,66.7,35.35,Moderate Market Gap,54.08,Strong Opportunity,Improve Wearables products by addressing performance problems,270
P0202,Fitness Watch 202,Watches,Fitness Watch,quality,21,52.5,70.42,36.86,Moderate Market Gap,54.08,Strong Opportunity,Improve Watches products by addressing quality problems,271
P0146,Air Purifier 146,Home Appliances,Air Purifier,battery,21,52.5,70.93,36.23,Moderate Market Gap,54.07,Strong Opportunity,Improve Home Appliances products by addressing battery problems,272
P0460,Headphones 460,Audio,Headphones,battery,25,62.5,61.7,35.19,Moderate Market Gap,54.03,Strong Opportunity,Improve Audio products by addressing battery problems,273
P0033,Smart Watch 33,Watches,Smart Watch,quality,22,55.0,67.78,36.86,Moderate Market Gap,54.03,Strong Opportunity,Improve Watches products by addressing quality problems,274
P0265,Smart Fan 265,Home Appliances,Smart Fan,battery,25,62.5,60.78,36.23,Moderate Market Gap,54.02,Strong Opportunity,Improve Home Appliances products by addressing battery problems,275
P0049,Smart Fan 49,Home Appliances,Smart Fan,battery,27,67.5,55.75,36.23,Moderate Market Gap,54.01,Strong Opportunity,Improve Home Appliances products by addressing battery problems,276
P0440,Fitness Band 440,Wearables,Fitness Band,battery,24,60.0,63.98,35.35,Moderate Market Gap,54.0,Strong Opportunity,Improve Wearables products by addressing battery problems,277
P0391,Smart Light 391,Home Appliances,Smart Light,battery,28,70.0,53.23,36.23,Moderate Market Gap,54.0,Strong Opportunity,Improve Home Appliances products by addressing battery problems,278
P0343,Tablet 343,Mobile,Tablet,battery,32,80.0,43.06,36.43,Moderate Market Gap,54.0,Strong Opportunity,Improve Mobile products by addressing battery problems,279
P0405,Air Purifier 405,Home Appliances,Air Purifier,battery,22,55.0,68.21,36.23,Moderate Market Gap,53.99,Strong Opportunity,Improve Home Appliances products by addressing battery problems,280
P0205,Tablet 205,Mobile,Tablet,battery,21,52.5,70.49,36.43,Moderate Market Gap,53.98,Strong Opportunity,Improve Mobile products by addressing battery problems,281
P0065,Smart Ring 65,Wearables,Smart Ring,battery,29,72.5,51.44,35.35,Moderate Market Gap,53.98,Strong Opportunity,Improve Wearables products by addressing battery problems,282
P0124,Smart Ring 124,Wearables,Smart Ring,quality,21,52.5,71.44,35.35,Moderate Market Gap,53.98,Strong Opportunity,Improve Wearables products by addressing quality problems,283
P0045,Smart Ring 45,Wearables,Smart Ring,battery,29,72.5,51.43,35.35,Moderate Market Gap,53.98,Strong Opportunity,Improve Wearables products by addressing battery problems,284
P0085,Fitness Band 85,Wearables,Fitness Band,performance,28,70.0,53.82,35.35,Moderate Market Gap,53.94,Strong Opportunity,Improve Wearables products by addressing performance problems,285
P0312,Smart Watch 312,Watches,Smart Watch,quality,19,47.5,74.89,36.86,Moderate Market Gap,53.89,Strong Opportunity,Improve Watches products by addressing quality problems,286
P0306,Fitness Band 306,Wearables,Fitness Band,quality,28,70.0,53.54,35.35,Moderate Market Gap,53.84,Strong Opportunity,Improve Wearables products by addressing quality problems,287
P0345,Tablet 345,Mobile,Tablet,performance,19,47.5,75.09,36.43,Moderate Market Gap,53.84,Strong Opportunity,Improve Mobile products by addressing performance problems,288
P0388,Smart Fan 388,Home Appliances,Smart Fan,battery,20,50.0,72.7,36.23,Moderate Market Gap,53.81,Strong Opportunity,Improve Home Appliances products by addressing battery problems,289
P0036,Smart Watch 36,Watches,Smart Watch,battery,27,67.5,54.59,36.86,Moderate Market Gap,53.79,Strong Opportunity,Improve Watches products by addressing battery problems,290
P0374,Headphones 374,Audio,Headphones,performance,20,50.0,73.48,35.19,Moderate Market Gap,53.78,Strong Opportunity,Improve Audio products by addressing performance problems,291
P0230,Smart Watch 230,Watches,Smart Watch,comfort,18,45.0,77.04,36.86,Moderate Market Gap,53.77,Strong Opportunity,Improve Watches products by addressing comfort problems,292
P0268,Fitness Band 268,Wearables,Fitness Band,battery,24,60.0,63.34,35.35,Moderate Market Gap,53.77,Strong Opportunity,Improve Wearables products by addressing battery problems,293
P0236,Fitness Band 236,Wearables,Fitness Band,battery,21,52.5,70.79,35.35,Moderate Market Gap,53.76,Strong Opportunity,Improve Wearables products by addressing battery problems,294
P0119,Wireless Earbuds 119,Audio,Wireless Earbuds,battery,28,70.0,53.42,35.19,Moderate Market Gap,53.75,Strong Opportunity,Improve Audio products by addressing battery problems,295
P0183,Wireless Earbuds 183,Audio,Wireless Earbuds,quality,24,60.0,63.35,35.19,Moderate Market Gap,53.73,Strong Opportunity,Improve Audio products by addressing quality problems,296
P0277,Smartphone 277,Mobile,Smartphone,battery,33,82.5,39.7,36.43,Moderate Market Gap,53.7,Strong Opportunity,Improve Mobile products by addressing battery problems,297
P0186,Smart Ring 186,Wearables,Smart Ring,battery,23,57.5,65.58,35.35,Moderate Market Gap,53.68,Strong Opportunity,Improve Wearables products by addressing battery problems,298
P0029,Smart Light 29,Home Appliances,Smart Light,battery,30,75.0,47.31,36.23,Moderate Market Gap,53.68,Strong Opportunity,Improve Home Appliances products by addressing battery problems,299
P0094,Smart Ring 94,Wearables,Smart Ring,quality,19,47.5,75.53,35.35,Moderate Market Gap,53.67,Strong Opportunity,Improve Wearables products by addressing quality problems,300
P0105,Fitness Watch 105,Watches,Fitness Watch,battery,19,47.5,74.12,36.86,Moderate Market Gap,53.62,Strong Opportunity,Improve Watches products by addressing battery problems,301
P0427,Analog Watch 427,Watches,Analog Watch,battery,25,62.5,59.06,36.86,Moderate Market Gap,53.6,Strong Opportunity,Improve Watches products by addressing battery problems,302
P0415,Fitness Band 415,Wearables,Fitness Band,battery,25,62.5,60.25,35.35,Moderate Market Gap,53.57,Strong Opportunity,Improve Wearables products by addressing battery problems,303
P0406,Fitness Band 406,Wearables,Fitness Band,quality,28,70.0,52.74,35.35,Moderate Market Gap,53.56,Strong Opportunity,Improve Wearables products by addressing quality problems,304
P0252,Smartphone 252,Mobile,Smartphone,battery,27,67.5,54.1,36.43,Moderate Market Gap,53.49,Strong Opportunity,Improve Mobile products by addressing battery problems,305
P0328,Smartphone 328,Mobile,Smartphone,performance,25,62.5,58.98,36.43,Moderate Market Gap,53.45,Strong Opportunity,Improve Mobile products by addressing performance problems,306
P0133,Wireless Earbuds 133,Audio,Wireless Earbuds,quality,26,65.0,57.5,35.19,Moderate Market Gap,53.43,Strong Opportunity,Improve Audio products by addressing quality problems,307
P0453,Smartphone 453,Mobile,Smartphone,quality,28,70.0,51.37,36.43,Moderate Market Gap,53.41,Strong Opportunity,Improve Mobile products by addressing quality problems,308
P0344,Smartphone 344,Mobile,Smartphone,performance,21,52.5,68.77,36.43,Moderate Market Gap,53.37,Strong Opportunity,Improve Mobile products by addressing performance problems,309
P0107,Analog Watch 107,Watches,Analog Watch,quality,31,77.5,43.39,36.86,Moderate Market Gap,53.37,Strong Opportunity,Improve Watches products by addressing quality problems,310
P0344,Smartphone 344,Mobile,Smartphone,quality,21,52.5,68.77,36.43,Moderate Market Gap,53.37,Strong Opportunity,Improve Mobile products by addressing quality problems,311
P0028,Fitness Band 28,Wearables,Fitness Band,quality,22,55.0,67.1,35.35,Moderate Market Gap,53.34,Strong Opportunity,Improve Wearables products by addressing quality problems,312
P0370,Tablet 370,Mobile,Tablet,battery,22,55.0,66.09,36.43,Moderate Market Gap,53.31,Strong Opportunity,Improve Mobile products by addressing battery problems,313
P0099,Bluetooth Speaker 99,Audio,Bluetooth Speaker,battery,18,45.0,77.04,35.19,Moderate Market Gap,53.27,Strong Opportunity,Improve Audio products by addressing battery problems,314
P0400,Analog Watch 400,Watches,Analog Watch,quality,19,47.5,73.08,36.86,Moderate Market Gap,53.26,Strong Opportunity,Improve Watches products by addressing quality problems,315
P0419,Fitness Band 419,Wearables,Fitness Band,performance,18,45.0,76.83,35.35,Moderate Market Gap,53.25,Strong Opportunity,Improve Wearables products by addressing performance problems,316
P0103,Fitness Band 103,Wearables,Fitness Band,battery,21,52.5,69.29,35.35,Moderate Market Gap,53.23,Strong Opportunity,Improve Wearables products by addressing battery problems,317
P0123,Smart Watch 123,Watches,Smart Watch,performance,18,45.0,75.47,36.86,Moderate Market Gap,53.22,Strong Opportunity,Improve Watches products by addressing performance problems,318
P0033,Smart Watch 33,Watches,Smart Watch,performance,21,52.5,67.78,36.86,Moderate Market Gap,53.16,Strong Opportunity,Improve Watches products by addressing performance problems,319
P0271,Tablet 271,Mobile,Tablet,battery,24,60.0,60.64,36.43,Moderate Market Gap,53.15,Strong Opportunity,Improve Mobile products by addressing battery problems,320
P0221,Tablet 221,Mobile,Tablet,quality,25,62.5,58.08,36.43,Moderate Market Gap,53.13,Strong Opportunity,Improve Mobile products by addressing quality problems,321
P0050,Analog Watch 50,Watches,Analog Watch,battery,24,60.0,60.12,36.86,Moderate Market Gap,53.1,Strong Opportunity,Improve Watches products by addressing battery problems,322
P0311,Smart Light 311,Home Appliances,Smart Light,battery,21,52.5,68.11,36.23,Moderate Market Gap,53.08,Strong Opportunity,Improve Home Appliances products by addressing battery problems,323
P0340,Fitness Band 340,Wearables,Fitness Band,quality,23,57.5,63.82,35.35,Moderate Market Gap,53.07,Strong Opportunity,Improve Wearables products by addressing quality problems,324
P0340,Fitness Band 340,Wearables,Fitness Band,battery,23,57.5,63.82,35.35,Moderate Market Gap,53.07,Strong Opportunity,Improve Wearables products by addressing battery problems,325
P0435,Bluetooth Speaker 435,Audio,Bluetooth Speaker,battery,25,62.5,58.93,35.19,Moderate Market Gap,53.06,Strong Opportunity,Improve Audio products by addressing battery problems,326
P0201,Fitness Band 201,Wearables,Fitness Band,battery,31,77.5,43.73,35.35,Moderate Market Gap,53.04,Strong Opportunity,Improve Wearables products by addressing battery problems,327
P0014,Fitness Band 14,Wearables,Fitness Band,quality,22,55.0,66.23,35.35,Moderate Market Gap,53.04,Strong Opportunity,Improve Wearables products by addressing quality problems,328
P0191,Headphones 191,Audio,Headphones,quality,23,57.5,63.82,35.19,Moderate Market Gap,53.02,Strong Opportunity,Improve Audio products by addressing quality problems,329
P0431,Bluetooth Speaker 431,Audio,Bluetooth Speaker,quality,20,50.0,71.32,35.19,Moderate Market Gap,53.02,Strong Opportunity,Improve Audio products by addressing quality problems,330
P0431,Bluetooth Speaker 431,Audio,Bluetooth Speaker,battery,20,50.0,71.32,35.19,Moderate Market Gap,53.02,Strong Opportunity,Improve Audio products by addressing battery problems,331
P0142,Smart Fan 142,Home Appliances,Smart Fan,comfort,20,50.0,70.25,36.23,Moderate Market Gap,52.96,Strong Opportunity,Improve Home Appliances products by addressing comfort problems,332
P0388,Smart Fan 388,Home Appliances,Smart Fan,quality,19,47.5,72.7,36.23,Moderate Market Gap,52.94,Strong Opportunity,Improve Home Appliances products by addressing quality problems,333
P0433,Smart Fan 433,Home Appliances,Smart Fan,performance,24,60.0,60.2,36.23,Moderate Market Gap,52.94,Strong Opportunity,Improve Home Appliances products by addressing performance problems,334
P0451,Bluetooth Speaker 451,Audio,Bluetooth Speaker,quality,23,57.5,63.56,35.19,Moderate Market Gap,52.93,Strong Opportunity,Improve Audio products by addressing quality problems,335
P0291,Wireless Earbuds 291,Audio,Wireless Earbuds,battery,19,47.5,73.57,35.19,Moderate Market Gap,52.93,Strong Opportunity,Improve Audio products by addressing battery problems,336
P0007,Tablet 7,Mobile,Tablet,quality,20,50.0,69.88,36.43,Moderate Market Gap,52.89,Strong Opportunity,Improve Mobile products by addressing quality problems,337
P0007,Tablet 7,Mobile,Tablet,performance,20,50.0,69.88,36.43,Moderate Market Gap,52.89,Strong Opportunity,Improve Mobile products by addressing performance problems,338
P0395,Analog Watch 395,Watches,Analog Watch,battery,29,72.5,46.98,36.86,Moderate Market Gap,52.88,Strong Opportunity,Improve Watches products by addressing battery problems,339
P0038,Tablet 38,Mobile,Tablet,battery,29,72.5,47.36,36.43,Moderate Market Gap,52.88,Strong Opportunity,Improve Mobile products by addressing battery problems,340
P0424,Smart Ring 424,Wearables,Smart Ring,battery,27,67.5,53.26,35.35,Moderate Market Gap,52.87,Strong Opportunity,Improve Wearables products by addressing battery problems,341
P0289,Smart Ring 289,Wearables,Smart Ring,battery,28,70.0,50.73,35.35,Moderate Market Gap,52.86,Strong Opportunity,Improve Wearables products by addressing battery problems,342
P0339,Wireless Earbuds 339,Audio,Wireless Earbuds,quality,18,45.0,75.81,35.19,Moderate Market Gap,52.84,Strong Opportunity,Improve Audio products by addressing quality problems,343
P0102,Smart Light 102,Home Appliances,Smart Light,battery,25,62.5,57.37,36.23,Moderate Market Gap,52.82,Strong Opportunity,Improve Home Appliances products by addressing battery problems,344
P0179,Fitness Band 179,Wearables,Fitness Band,battery,30,75.0,45.59,35.35,Moderate Market Gap,52.81,Strong Opportunity,Improve Wearables products by addressing battery problems,345
P0210,Tablet 210,Mobile,Tablet,battery,33,82.5,37.01,36.43,Moderate Market Gap,52.76,Strong Opportunity,Improve Mobile products by addressing battery problems,346
P0479,Fitness Watch 479,Watches,Fitness Watch,performance,20,50.0,69.04,36.86,Moderate Market Gap,52.72,Strong Opportunity,Improve Watches products by addressing performance problems,347
P0067,Smart Fan 67,Home Appliances,Smart Fan,quality,29,72.5,47.01,36.23,Moderate Market Gap,52.7,Strong Opportunity,Improve Home Appliances products by addressing quality problems,348
P0470,Smart Light 470,Home Appliances,Smart Light,quality,21,52.5,67.01,36.23,Moderate Market Gap,52.7,Strong Opportunity,Improve Home Appliances products by addressing quality problems,349
P0269,Smartphone 269,Mobile,Smartphone,quality,19,47.5,71.85,36.43,Moderate Market Gap,52.7,Strong Opportunity,Improve Mobile products by addressing quality problems,350
P0413,Smart Watch 413,Watches,Smart Watch,performance,18,45.0,73.99,36.86,Moderate Market Gap,52.7,Strong Opportunity,Improve Watches products by addressing performance problems,351
P0269,Smartphone 269,Mobile,Smartphone,performance,19,47.5,71.85,36.43,Moderate Market Gap,52.7,Strong Opportunity,Improve Mobile products by addressing performance problems,352
P0406,Fitness Band 406,Wearables,Fitness Band,battery,27,67.5,52.74,35.35,Moderate Market Gap,52.69,Strong Opportunity,Improve Wearables products by addressing battery problems,353
P0420,Smart Ring 420,Wearables,Smart Ring,quality,25,62.5,57.69,35.35,Moderate Market Gap,52.67,Strong Opportunity,Improve Wearables products by addressing quality problems,354
P0025,Smart Watch 25,Watches,Smart Watch,battery,24,60.0,58.86,36.86,Moderate Market Gap,52.66,Strong Opportunity,Improve Watches products by addressing battery problems,355
P0288,Smart Ring 288,Wearables,Smart Ring,quality,21,52.5,67.62,35.35,Moderate Market Gap,52.65,Strong Opportunity,Improve Wearables products by addressing quality problems,356
P0229,Smart Light 229,Home Appliances,Smart Light,delivery,19,47.5,71.88,36.23,Moderate Market Gap,52.65,Strong Opportunity,Improve Home Appliances products by addressing delivery problems,357
P0382,Smart Watch 382,Watches,Smart Watch,battery,26,65.0,53.78,36.86,Moderate Market Gap,52.63,Strong Opportunity,Improve Watches products by addressing battery problems,358
P0267,Smartphone 267,Mobile,Smartphone,battery,25,62.5,56.54,36.43,Moderate Market Gap,52.59,Strong Opportunity,Improve Mobile products by addressing battery problems,359
P0106,Bluetooth Speaker 106,Audio,Bluetooth Speaker,battery,28,70.0,50.07,35.19,Moderate Market Gap,52.58,Strong Opportunity,Improve Audio products by addressing battery problems,360
P0093,Tablet 93,Mobile,Tablet,battery,31,77.5,41.47,36.43,Moderate Market Gap,52.57,Strong Opportunity,Improve Mobile products by addressing battery problems,361
P0185,Smart Ring 185,Wearables,Smart Ring,battery,32,80.0,39.75,35.35,Moderate Market Gap,52.52,Strong Opportunity,Improve Wearables products by addressing battery problems,362
P0114,Smart Light 114,Home Appliances,Smart Light,battery,28,70.0,49.0,36.23,Moderate Market Gap,52.52,Strong Opportunity,Improve Home Appliances products by addressing battery problems,363
P0163,Smart Ring 163,Wearables,Smart Ring,quality,21,52.5,67.22,35.35,Moderate Market Gap,52.51,Strong Opportunity,Improve Wearables products by addressing quality problems,364
P0242,Smart Light 242,Home Appliances,Smart Light,battery,17,42.5,76.46,36.23,Moderate Market Gap,52.5,Strong Opportunity,Improve Home Appliances products by addressing battery problems,365
P0200,Bluetooth Speaker 200,Audio,Bluetooth Speaker,battery,25,62.5,57.33,35.19,Moderate Market Gap,52.5,Strong Opportunity,Improve Audio products by addressing battery problems,366
P0407,Fitness Band 407,Wearables,Fitness Band,battery,24,60.0,59.66,35.35,Moderate Market Gap,52.49,Strong Opportunity,Improve Wearables products by addressing battery problems,367
P0087,Tablet 87,Mobile,Tablet,battery,28,70.0,48.74,36.43,Moderate Market Gap,52.49,Strong Opportunity,Improve Mobile products by addressing battery problems,368
P0047,Smart Fan 47,Home Appliances,Smart Fan,quality,17,42.5,76.37,36.23,Moderate Market Gap,52.47,Strong Opportunity,Improve Home Appliances products by addressing quality problems,369
P0058,Bluetooth Speaker 58,Audio,Bluetooth Speaker,quality,21,52.5,67.21,35.19,Moderate Market Gap,52.46,Strong Opportunity,Improve Audio products by addressing quality problems,370
P0132,Fitness Band 132,Wearables,Fitness Band,battery,27,67.5,52.05,35.35,Moderate Market Gap,52.45,Strong Opportunity,Improve Wearables products by addressing battery problems,371
P0192,Bluetooth Speaker 192,Audio,Bluetooth Speaker,quality,20,50.0,69.68,35.19,Moderate Market Gap,52.45,Strong Opportunity,Improve Audio products by addressing quality problems,372
P0338,Wireless Earbuds 338,Audio,Wireless Earbuds,delivery,17,42.5,77.17,35.19,Moderate Market Gap,52.44,Strong Opportunity,Improve Audio products by addressing delivery problems,373
P0398,Wireless Earbuds 398,Audio,Wireless Earbuds,quality,22,55.0,64.63,35.19,Moderate Market Gap,52.43,Strong Opportunity,Improve Audio products by addressing quality problems,374
P0256,Smartphone 256,Mobile,Smartphone,quality,17,42.5,76.08,36.43,Moderate Market Gap,52.43,Strong Opportunity,Improve Mobile products by addressing quality problems,375
P0272,Tablet 272,Mobile,Tablet,battery,30,75.0,43.57,36.43,Moderate Market Gap,52.43,Strong Opportunity,Improve Mobile products by addressing battery problems,376
P0203,Smart Light 203,Home Appliances,Smart Light,quality,19,47.5,71.18,36.23,Moderate Market Gap,52.41,Strong Opportunity,Improve Home Appliances products by addressing quality problems,377
P0080,Wireless Earbuds 80,Audio,Wireless Earbuds,quality,25,62.5,56.98,35.19,Moderate Market Gap,52.38,Strong Opportunity,Improve Audio products by addressing quality problems,378
P0273,Smart Ring 273,Wearables,Smart Ring,quality,17,42.5,76.86,35.35,Moderate Market Gap,52.38,Strong Opportunity,Improve Wearables products by addressing quality problems,379
P0336,Tablet 336,Mobile,Tablet,battery,22,55.0,63.36,36.43,Moderate Market Gap,52.36,Strong Opportunity,Improve Mobile products by addressing battery problems,380
P0171,Smart Watch 171,Watches,Smart Watch,battery,23,57.5,60.45,36.86,Moderate Market Gap,52.34,Strong Opportunity,Improve Watches products by addressing battery problems,381
P0005,Air Purifier 5,Home Appliances,Air Purifier,quality,25,62.5,56.0,36.23,Moderate Market Gap,52.34,Strong Opportunity,Improve Home Appliances products by addressing quality problems,382
P0010,Smart Light 10,Home Appliances,Smart Light,delivery,16,40.0,78.49,36.23,Moderate Market Gap,52.34,Strong Opportunity,Improve Home Appliances products by addressing delivery problems,383
P0450,Fitness Band 450,Wearables,Fitness Band,battery,24,60.0,59.21,35.35,Moderate Market Gap,52.33,Strong Opportunity,Improve Wearables products by addressing battery problems,384
P0250,Fitness Band 250,Wearables,Fitness Band,quality,21,52.5,66.68,35.35,Moderate Market Gap,52.32,Strong Opportunity,Improve Wearables products by addressing quality problems,385
P0146,Air Purifier 146,Home Appliances,Air Purifier,quality,19,47.5,70.93,36.23,Moderate Market Gap,52.32,Strong Opportunity,Improve Home Appliances products by addressing quality problems,386
P0250,Fitness Band 250,Wearables,Fitness Band,performance,21,52.5,66.68,35.35,Moderate Market Gap,52.32,Strong Opportunity,Improve Wearables products by addressing performance problems,387
P0286,Fitness Band 286,Wearables,Fitness Band,battery,25,62.5,56.67,35.35,Moderate Market Gap,52.31,Strong Opportunity,Improve Wearables products by addressing battery problems,388
P0227,Smart Ring 227,Wearables,Smart Ring,battery,24,60.0,59.09,35.35,Moderate Market Gap,52.29,Strong Opportunity,Improve Wearables products by addressing battery problems,389
P0271,Tablet 271,Mobile,Tablet,performance,23,57.5,60.64,36.43,Moderate Market Gap,52.28,Strong Opportunity,Improve Mobile products by addressing performance problems,390
P0285,Smart Light 285,Home Appliances,Smart Light,quality,23,57.5,60.79,36.23,Moderate Market Gap,52.27,Strong Opportunity,Improve Home Appliances products by addressing quality problems,391
P0115,Air Purifier 115,Home Appliances,Air Purifier,quality,20,50.0,68.23,36.23,Moderate Market Gap,52.25,Strong Opportunity,Improve Home Appliances products by addressing quality problems,392
P0050,Analog Watch 50,Watches,Analog Watch,quality,23,57.5,60.12,36.86,Moderate Market Gap,52.22,Strong Opportunity,Improve Watches products by addressing quality problems,393
P0085,Fitness Band 85,Wearables,Fitness Band,battery,26,65.0,53.82,35.35,Moderate Market Gap,52.19,Strong Opportunity,Improve Wearables products by addressing battery problems,394
P0463,Air Purifier 463,Home Appliances,Air Purifier,quality,22,55.0,62.98,36.23,Moderate Market Gap,52.16,Strong Opportunity,Improve Home Appliances products by addressing quality problems,395
P0350,Analog Watch 350,Watches,Analog Watch,quality,29,72.5,44.92,36.86,Moderate Market Gap,52.16,Strong Opportunity,Improve Watches products by addressing quality problems,396
P0263,Smart Light 263,Home Appliances,Smart Light,quality,19,47.5,70.47,36.23,Moderate Market Gap,52.16,Strong Opportunity,Improve Home Appliances products by addressing quality problems,397
P0136,Tablet 136,Mobile,Tablet,battery,29,72.5,45.22,36.43,Moderate Market Gap,52.13,Strong Opportunity,Improve Mobile products by addressing battery problems,398
P0166,Smart Ring 166,Wearables,Smart Ring,battery,25,62.5,56.03,35.35,Moderate Market Gap,52.09,Strong Opportunity,Improve Wearables products by addressing battery problems,399
P0388,Smart Fan 388,Home Appliances,Smart Fan,performance,18,45.0,72.7,36.23,Moderate Market Gap,52.06,Strong Opportunity,Improve Home Appliances products by addressing performance problems,400
P0374,Headphones 374,Audio,Headphones,software,18,45.0,73.48,35.19,Moderate Market Gap,52.02,Strong Opportunity,Improve Audio products by addressing software problems,401
P0462,Smart Ring 462,Wearables,Smart Ring,battery,24,60.0,58.28,35.35,Moderate Market Gap,52.0,Strong Opportunity,Improve Wearables products by addressing battery problems,402
P0120,Smart Light 120,Home Appliances,Smart Light,battery,27,67.5,49.98,36.23,Moderate Market Gap,51.99,Strong Opportunity,Improve Home Appliances products by addressing battery problems,403
P0458,Headphones 458,Audio,Headphones,battery,25,62.5,55.69,35.19,Moderate Market Gap,51.92,Strong Opportunity,Improve Audio products by addressing battery problems,404
P0056,Analog Watch 56,Watches,Analog Watch,performance,22,55.0,61.72,36.86,Moderate Market Gap,51.91,Strong Opportunity,Improve Watches products by addressing performance problems,405
P0079,Smartphone 79,Mobile,Smartphone,battery,28,70.0,47.1,36.43,Moderate Market Gap,51.91,Strong Opportunity,Improve Mobile products by addressing battery problems,406
P0105,Fitness Watch 105,Watches,Fitness Watch,performance,17,42.5,74.12,36.86,Moderate Market Gap,51.88,Strong Opportunity,Improve Watches products by addressing performance problems,407
P0016,Air Purifier 16,Home Appliances,Air Purifier,battery,24,60.0,57.11,36.23,Moderate Market Gap,51.86,Strong Opportunity,Improve Home Appliances products by addressing battery problems,408
P0041,Headphones 41,Audio,Headphones,battery,26,65.0,52.99,35.19,Moderate Market Gap,51.85,Strong Opportunity,Improve Audio products by addressing battery problems,409
P0062,Tablet 62,Mobile,Tablet,battery,18,45.0,71.93,36.43,Moderate Market Gap,51.85,Strong Opportunity,Improve Mobile products by addressing battery problems,410
P0354,Smartphone 354,Mobile,Smartphone,battery,23,57.5,59.41,36.43,Moderate Market Gap,51.85,Strong Opportunity,Improve Mobile products by addressing battery problems,411
P0409,Analog Watch 409,Watches,Analog Watch,quality,22,55.0,61.53,36.86,Moderate Market Gap,51.84,Strong Opportunity,Improve Watches products by addressing quality problems,412
P0264,Tablet 264,Mobile,Tablet,battery,23,57.5,59.35,36.43,Moderate Market Gap,51.83,Strong Opportunity,Improve Mobile products by addressing battery problems,413
P0413,Smart Watch 413,Watches,Smart Watch,quality,17,42.5,73.99,36.86,Moderate Market Gap,51.83,Strong Opportunity,Improve Watches products by addressing quality problems,414
P0389,Fitness Watch 389,Watches,Fitness Watch,performance,18,45.0,71.47,36.86,Moderate Market Gap,51.82,Strong Opportunity,Improve Watches products by addressing performance problems,415
P0415,Fitness Band 415,Wearables,Fitness Band,quality,23,57.5,60.25,35.35,Moderate Market Gap,51.82,Strong Opportunity,Improve Wearables products by addressing quality problems,416
P0437,Tablet 437,Mobile,Tablet,quality,26,65.0,51.82,36.43,Moderate Market Gap,51.82,Strong Opportunity,Improve Mobile products by addressing quality problems,417
P0193,Fitness Band 193,Wearables,Fitness Band,battery,21,52.5,65.23,35.35,Moderate Market Gap,51.81,Strong Opportunity,Improve Wearables products by addressing battery problems,418
P0043,Tablet 43,Mobile,Tablet,performance,20,50.0,66.77,36.43,Moderate Market Gap,51.8,Strong Opportunity,Improve Mobile products by addressing performance problems,419
P0025,Smart Watch 25,Watches,Smart Watch,quality,23,57.5,58.86,36.86,Moderate Market Gap,51.78,Strong Opportunity,Improve Watches products by addressing quality problems,420
P0465,Fitness Band 465,Wearables,Fitness Band,quality,24,60.0,57.58,35.35,Moderate Market Gap,51.76,Strong Opportunity,Improve Wearables products by addressing quality problems,421
P0209,Wireless Earbuds 209,Audio,Wireless Earbuds,quality,21,52.5,65.11,35.19,Moderate Market Gap,51.72,Strong Opportunity,Improve Audio products by addressing quality problems,422
P0253,Bluetooth Speaker 253,Audio,Bluetooth Speaker,battery,25,62.5,55.11,35.19,Moderate Market Gap,51.72,Strong Opportunity,Improve Audio products by addressing battery problems,423
P0408,Smartphone 408,Mobile,Smartphone,battery,28,70.0,46.53,36.43,Moderate Market Gap,51.71,Strong Opportunity,Improve Mobile products by addressing battery problems,424
P0316,Wireless Earbuds 316,Audio,Wireless Earbuds,comfort,15,37.5,80.09,35.19,Moderate Market Gap,51.71,Strong Opportunity,Improve Audio products by addressing comfort problems,425
P0104,Smartphone 104,Mobile,Smartphone,battery,24,60.0,56.5,36.43,Moderate Market Gap,51.7,Strong Opportunity,Improve Mobile products by addressing battery problems,426
